"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","Class"
"Qq2k3k3v20v20m400s8",20,20,40,400,2400,1,1,2,0,0,400,39,51,3,3,20,1.515,1.485,29.75,60,30.3,44.35,60,30.3,1785,0.504167,0.243333,0.513333,0.509091,0.2475,1.020202,0.983471,1,0.513333,0.505,0.513333,1.018182,1.020202,1,0.1275,0.507222,0.648889,0.33,0.486667,1.316798,0.650602,"QuBE"
"Qq2k3k3v20v20m400s9",20,20,40,400,2400,1,1,2,0,0,400,46,44,3,3,20,1.5075,1.4925,29.8,60,30.15,44.525,60,30.15,1785.6,0.503333,0.245417,0.509167,0.505795,0.24875,1.01005,0.986755,1,0.509167,0.5025,0.509167,1.011589,1.01005,1,0.11,0.505278,0.654444,0.331667,0.490833,1.322852,0.656405,"X2clsQ"
"Qq2k3k3v20v20m80s1",20,20,40,80,480,1,1,2,0,0,80,8,12,3,3,20,1.475,1.525,6.175,12,5.9,9.4,12,5.9,74.6,0.485417,0.26875,0.4625,0.476395,0.254167,0.967213,1.060086,1,0.4625,0.491667,0.4625,0.95279,0.967213,1,0.15,0.477778,0.716667,0.338889,0.5375,1.37234,0.709302,"quantor"
"Qq2k3k3v20v20m80s10",20,20,40,80,480,1,1,2,0,0,80,12,5,3,3,20,1.3875,1.6125,5.475,12,5.55,8.175,12,5.55,69.7,0.54375,0.225,0.55,0.505747,0.26875,0.860465,0.83908,1,0.55,0.4625,0.55,1.011494,0.860465,1,0.0625,0.545833,0.6,0.358333,0.45,1.321101,0.656489,"quantor"
"Qq2k3k3v20v20m80s2",20,20,40,80,480,1,1,2,0,0,80,9,7,3,3,20,1.475,1.525,6,12,5.9,9.05,12,5.9,74,0.5,0.254167,0.491667,0.491667,0.254167,0.967213,1,1,0.491667,0.491667,0.491667,0.983333,0.967213,1,0.0875,0.497222,0.677778,0.338889,0.508333,1.348066,0.681564,"quantor"
"Qq2k3k3v20v20m80s3",20,20,40,80,480,1,1,2,0,0,80,12,12,3,3,20,1.5125,1.4875,5.975,12,6.05,8.925,12,6.05,76.1,0.502083,0.245833,0.508333,0.506224,0.247917,1.016807,0.991701,1,0.508333,0.504167,0.508333,1.012448,1.016807,1,0.15,0.504167,0.655556,0.330556,0.491667,1.322129,0.655647,"X2clsQ"
"Qq2k3k3v20v20m80s4",20,20,40,80,480,1,1,2,0,0,80,9,5,3,3,20,1.3625,1.6375,5.55,12,5.45,8.375,12,5.45,70.9,0.5375,0.235417,0.529167,0.492248,0.272917,0.832061,0.860465,1,0.529167,0.454167,0.529167,0.984496,0.832061,1,0.0625,0.534722,0.627778,0.363889,0.470833,1.349254,0.680519,"quantor"
"Qq2k3k3v20v20m80s5",20,20,40,80,480,1,1,2,0,0,80,7,7,3,3,20,1.4125,1.5875,5.75,12,5.65,8.675,12,5.65,68.6,0.520833,0.24375,0.5125,0.492,0.264583,0.889764,0.92,1,0.5125,0.470833,0.5125,0.984,0.889764,1,0.0875,0.518056,0.65,0.352778,0.4875,1.348703,0.680965,"quantor"
"Qq2k3k3v20v20m80s6",20,20,40,80,480,1,1,2,0,0,80,11,7,3,3,20,1.45,1.55,5.7,12,5.8,8.5,12,5.8,73.2,0.525,0.233333,0.533333,0.507937,0.258333,0.935484,0.904762,1,0.533333,0.483333,0.533333,1.015873,0.935484,1,0.0875,0.527778,0.622222,0.344444,0.466667,1.317647,0.652632,"quantor"
"Qq2k3k3v20v20m80s7",20,20,40,80,480,1,1,2,0,0,80,7,10,3,3,20,1.4875,1.5125,6.025,12,5.95,9.075,12,5.95,70.5,0.497917,0.254167,0.491667,0.493724,0.252083,0.983471,1.008368,1,0.491667,0.495833,0.491667,0.987448,0.983471,1,0.125,0.495833,0.677778,0.336111,0.508333,1.344353,0.677871,"quantor"
"Qq2k3k3v20v20m80s8",20,20,40,80,480,1,1,2,0,0,80,11,13,3,3,20,1.675,1.325,6.175,12,6.7,9,12,6.7,69.1,0.485417,0.235417,0.529167,0.545064,0.220833,1.264151,1.060086,1,0.529167,0.558333,0.529167,1.090129,1.264151,1,0.1625,0.5,0.627778,0.294444,0.470833,1.255556,0.588889,"quantor"
"Qq2k3k3v20v20m80s9",20,20,40,80,480,1,1,2,0,0,80,8,10,3,3,20,1.575,1.425,6.1,12,6.3,9.05,12,6.3,72.3,0.491667,0.245833,0.508333,0.516949,0.2375,1.105263,1.033898,1,0.508333,0.525,0.508333,1.033898,1.105263,1,0.125,0.497222,0.655556,0.316667,0.491667,1.303867,0.636872,"quantor"
"Qq2k3k3v50v50m1000s1",50,50,100,1000,6000,1,1,2,0,0,1000,106,101,3,3,50,1.48,1.52,30.07,60,29.6,45.34,60,29.6,1804.96,0.498833,0.2545,0.491,0.492148,0.253333,0.973684,1.004678,1,0.491,0.493333,0.491,0.984297,0.973684,1,0.101,0.496222,0.678667,0.337778,0.509,1.347155,0.680699,"sSolve"
"Qq2k3k3v50v50m1000s10",50,50,100,1000,6000,1,1,2,0,0,1000,101,111,3,3,50,1.511,1.489,30.17,60,30.22,45.23,60,30.22,1796.88,0.497167,0.251,0.498,0.500838,0.248167,1.014775,1.011398,1,0.498,0.503667,0.498,1.001676,1.014775,1,0.111,0.497444,0.669333,0.330889,0.502,1.331859,0.665178,"sSolve"
"Qq2k3k3v50v50m1000s2",50,50,100,1000,6000,1,1,2,0,0,1000,120,116,3,3,50,1.487,1.513,29.85,60,29.74,44.83,60,29.74,1793.76,0.5025,0.249667,0.500667,0.498176,0.252167,0.982816,0.99005,1,0.500667,0.495667,0.500667,0.996352,0.982816,1,0.116,0.501889,0.665778,0.336222,0.499333,1.336605,0.669914,"sSolve"
"Qq2k3k3v50v50m1000s3",50,50,100,1000,6000,1,1,2,0,0,1000,121,128,3,3,50,1.488,1.512,30.2,60,29.76,45.52,60,29.76,1795.96,0.496667,0.255333,0.489333,0.492617,0.252,0.984127,1.013423,1,0.489333,0.496,0.489333,0.985235,0.984127,1,0.128,0.494222,0.680889,0.336,0.510667,1.346221,0.679856,"sSolve"
"Qq2k3k3v50v50m1000s4",50,50,100,1000,6000,1,1,2,0,0,1000,127,119,3,3,50,1.507,1.493,29.69,60,30.14,44.31,60,30.14,1800.32,0.505167,0.243667,0.512667,0.507423,0.248833,1.009377,0.979545,1,0.512667,0.502333,0.512667,1.014847,1.009377,1,0.119,0.507667,0.649778,0.331778,0.487333,1.319792,0.653535,"sSolve"
"Qq2k3k3v50v50m1000s5",50,50,100,1000,6000,1,1,2,0,0,1000,117,114,3,3,50,1.482,1.518,29.68,60,29.64,44.54,60,29.64,1793.08,0.505333,0.247667,0.504667,0.49934,0.253,0.976285,0.978892,1,0.504667,0.494,0.504667,0.998681,0.976285,1,0.114,0.505111,0.660444,0.337333,0.495333,1.334531,0.66784,"sSolve"
"Qq2k3k3v50v50m1000s6",50,50,100,1000,6000,1,1,2,0,0,1000,109,130,3,3,50,1.54,1.46,30.46,60,30.8,45.52,60,30.8,1803.44,0.492333,0.251,0.498,0.505755,0.243333,1.054795,1.031144,1,0.498,0.513333,0.498,1.01151,1.054795,1,0.13,0.494222,0.669333,0.324444,0.502,1.323374,0.656475,"sSolve"
"Qq2k3k3v50v50m1000s7",50,50,100,1000,6000,1,1,2,0,0,1000,126,114,3,3,50,1.474,1.526,29.72,60,29.48,44.7,60,29.48,1814.68,0.504667,0.249667,0.500667,0.496037,0.254333,0.965924,0.981506,1,0.500667,0.491333,0.500667,0.992074,0.965924,1,0.114,0.503333,0.665778,0.339111,0.499333,1.340492,0.673731,"sSolve"
"Qq2k3k3v50v50m1000s8",50,50,100,1000,6000,1,1,2,0,0,1000,91,122,3,3,50,1.527,1.473,30.46,60,30.54,45.65,60,30.54,1785.28,0.492333,0.253167,0.493667,0.501354,0.2455,1.03666,1.031144,1,0.493667,0.509,0.493667,1.002708,1.03666,1,0.122,0.492778,0.675111,0.327333,0.506333,1.330997,0.664262,"sSolve"
"Qq2k3k3v50v50m1000s9",50,50,100,1000,6000,1,1,2,0,0,1000,110,110,3,3,50,1.467,1.533,29.7,60,29.34,44.73,60,29.34,1794.48,0.505,0.2505,0.499,0.494059,0.2555,0.956947,0.980198,1,0.499,0.489,0.499,0.988119,0.956947,1,0.11,0.503,0.668,0.340667,0.501,1.344064,0.67727,"sSolve"
"Qq2k3k3v50v50m200s1",50,50,100,200,1200,1,1,2,0,0,200,18,23,3,3,50,1.51,1.49,6.18,12,6.04,9.34,12,6.04,74.08,0.485,0.263333,0.473333,0.487973,0.248333,1.013423,1.061856,1,0.473333,0.503333,0.473333,0.975945,1.013423,1,0.115,0.481111,0.702222,0.331111,0.526667,1.353319,0.688222,"sSolve"
"Qq2k3k3v50v50m200s10",50,50,100,200,1200,1,1,2,0,0,200,25,19,3,3,50,1.475,1.525,5.81,12,5.9,8.67,12,5.9,68.84,0.515833,0.238333,0.523333,0.50727,0.254167,0.967213,0.938611,1,0.523333,0.491667,0.523333,1.01454,0.967213,1,0.095,0.518333,0.635556,0.338889,0.476667,1.319493,0.653805,"sKizzo"
"Qq2k3k3v50v50m200s2",50,50,100,200,1200,1,1,2,0,0,200,27,19,3,3,50,1.44,1.56,5.92,12,5.76,8.96,12,5.76,74.8,0.506667,0.253333,0.493333,0.486842,0.26,0.923077,0.973684,1,0.493333,0.48,0.493333,0.973684,0.923077,1,0.095,0.502222,0.675556,0.346667,0.506667,1.357143,0.690265,"sSolve"
"Qq2k3k3v50v50m200s3",50,50,100,200,1200,1,1,2,0,0,200,28,25,3,3,50,1.475,1.525,5.97,12,5.9,8.99,12,5.9,70.16,0.5025,0.251667,0.496667,0.494196,0.254167,0.967213,0.99005,1,0.496667,0.491667,0.496667,0.988391,0.967213,1,0.125,0.500556,0.671111,0.338889,0.503333,1.343715,0.677026,"sSolve"
"Qq2k3k3v50v50m200s4",50,50,100,200,1200,1,1,2,0,0,200,23,19,3,3,50,1.51,1.49,5.85,12,6.04,8.68,12,6.04,70.04,0.5125,0.235833,0.528333,0.515447,0.248333,1.013423,0.95122,1,0.528333,0.503333,0.528333,1.030894,1.013423,1,0.095,0.517778,0.628889,0.331111,0.471667,1.304147,0.639485,"sKizzo"
"Qq2k3k3v50v50m200s5",50,50,100,200,1200,1,1,2,0,0,200,21,16,3,3,50,1.465,1.535,5.84,12,5.86,8.75,12,5.86,74.28,0.513333,0.2425,0.515,0.501623,0.255833,0.954397,0.948052,1,0.515,0.488333,0.515,1.003247,0.954397,1,0.08,0.513889,0.646667,0.341111,0.485,1.330286,0.663784,"sSolve"
"Qq2k3k3v50v50m200s6",50,50,100,200,1200,1,1,2,0,0,200,27,20,3,3,50,1.48,1.52,5.86,12,5.92,8.76,12,5.92,72.28,0.511667,0.241667,0.516667,0.504886,0.253333,0.973684,0.954397,1,0.516667,0.493333,0.516667,1.009772,0.973684,1,0.1,0.513333,0.644444,0.337778,0.483333,1.324201,0.658009,"sSolve"
"Qq2k3k3v50v50m200s7",50,50,100,200,1200,1,1,2,0,0,200,19,27,3,3,50,1.48,1.52,6.03,12,5.92,9.1,12,5.92,74.48,0.4975,0.255833,0.488333,0.490787,0.253333,0.973684,1.01005,1,0.488333,0.493333,0.488333,0.981575,0.973684,1,0.135,0.494444,0.682222,0.337778,0.511667,1.349451,0.683146,"sKizzo"
"Qq2k3k3v50v50m200s8",50,50,100,200,1200,1,1,2,0,0,200,24,22,3,3,50,1.54,1.46,5.87,12,6.16,8.66,12,6.16,73.88,0.510833,0.2325,0.535,0.523654,0.243333,1.054795,0.957586,1,0.535,0.513333,0.535,1.047308,1.054795,1,0.11,0.518889,0.62,0.324444,0.465,1.288684,0.625268,"sKizzo"
"Qq2k3k3v50v50m200s9",50,50,100,200,1200,1,1,2,0,0,200,25,24,3,3,50,1.495,1.505,5.95,12,5.98,8.91,12,5.98,68.88,0.504167,0.246667,0.506667,0.502479,0.250833,0.993355,0.983471,1,0.506667,0.498333,0.506667,1.004959,0.993355,1,0.12,0.505,0.657778,0.334444,0.493333,1.328844,0.662266,"sSolve"
"Qq2k3k3v50v50m300s1",50,50,100,300,1800,1,1,2,0,0,300,31,36,3,3,50,1.486667,1.513333,9.2,18,8.92,13.94,18,8.92,161.2,0.488889,0.263333,0.473333,0.484091,0.252222,0.982379,1.045455,1,0.473333,0.495556,0.473333,0.968182,0.982379,1,0.12,0.483704,0.702222,0.336296,0.526667,1.360115,0.695253,"sSolve"
"Qq2k3k3v50v50m300s10",50,50,100,300,1800,1,1,2,0,0,300,33,29,3,3,50,1.48,1.52,8.84,18,8.88,13.24,18,8.88,158.64,0.508889,0.244444,0.511111,0.502183,0.253333,0.973684,0.965066,1,0.511111,0.493333,0.511111,1.004367,0.973684,1,0.096667,0.50963,0.651852,0.337778,0.488889,1.329305,0.662791,"sSolve"
"Qq2k3k3v50v50m300s2",50,50,100,300,1800,1,1,2,0,0,300,36,35,3,3,50,1.516667,1.483333,9.09,18,9.1,13.63,18,9.1,170.48,0.495,0.252222,0.495556,0.500561,0.247222,1.022472,1.020202,1,0.495556,0.505556,0.495556,1.001122,1.022472,1,0.116667,0.495185,0.672593,0.32963,0.504444,1.332355,0.665669,"sSolve"
"Qq2k3k3v50v50m300s3",50,50,100,300,1800,1,1,2,0,0,300,39,36,3,3,50,1.47,1.53,9.07,18,8.82,13.73,18,8.82,161.2,0.496111,0.258889,0.482222,0.486002,0.255,0.960784,1.015677,1,0.482222,0.49,0.482222,0.972004,0.960784,1,0.12,0.491481,0.69037,0.34,0.517778,1.357611,0.691786,"sSolve"
"Qq2k3k3v50v50m300s4",50,50,100,300,1800,1,1,2,0,0,300,32,35,3,3,50,1.523333,1.476667,8.86,18,9.14,13.15,18,9.14,162,0.507778,0.238333,0.523333,0.515317,0.246111,1.031603,0.969365,1,0.523333,0.507778,0.523333,1.030635,1.031603,1,0.116667,0.512963,0.635556,0.328148,0.476667,1.304943,0.639711,"sSolve"
"Qq2k3k3v50v50m300s5",50,50,100,300,1800,1,1,2,0,0,300,34,29,3,3,50,1.46,1.54,8.87,18,8.76,13.36,18,8.76,164.16,0.507222,0.249444,0.501111,0.493976,0.256667,0.948052,0.971522,1,0.501111,0.486667,0.501111,0.987952,0.948052,1,0.096667,0.505185,0.665185,0.342222,0.498889,1.344311,0.677419,"sSolve"
"Qq2k3k3v50v50m300s6",50,50,100,300,1800,1,1,2,0,0,300,35,37,3,3,50,1.496667,1.503333,9.04,18,8.98,13.59,18,8.98,163.64,0.497778,0.252778,0.494444,0.496652,0.250556,0.995565,1.008929,1,0.494444,0.498889,0.494444,0.993304,0.995565,1,0.123333,0.496667,0.674074,0.334074,0.505556,1.33922,0.672632,"sSolve"
"Qq2k3k3v50v50m300s7",50,50,100,300,1800,1,1,2,0,0,300,31,38,3,3,50,1.49,1.51,9.14,18,8.94,13.81,18,8.94,165,0.492222,0.259444,0.481111,0.488713,0.251667,0.986755,1.031603,1,0.481111,0.496667,0.481111,0.977427,0.986755,1,0.126667,0.488519,0.691852,0.335556,0.518889,1.352643,0.686884,"sSolve"
"Qq2k3k3v50v50m300s8",50,50,100,300,1800,1,1,2,0,0,300,29,37,3,3,50,1.53,1.47,8.98,18,9.18,13.37,18,9.18,160.44,0.501111,0.243889,0.512222,0.511086,0.245,1.040816,0.995565,1,0.512222,0.51,0.512222,1.022173,1.040816,1,0.123333,0.504815,0.65037,0.326667,0.487778,1.313388,0.647102,"sSolve"
"Qq2k3k3v50v50m300s9",50,50,100,300,1800,1,1,2,0,0,300,35,35,3,3,50,1.493333,1.506667,9,18,8.96,13.52,18,8.96,160.72,0.5,0.251111,0.497778,0.497778,0.251111,0.99115,1,1,0.497778,0.497778,0.497778,0.995556,0.99115,1,0.116667,0.499259,0.66963,0.334815,0.502222,1.337278,0.670623,"sSolve"
"Qq2k3k3v50v50m400s1",50,50,100,400,2400,1,1,2,0,0,400,42,44,3,3,50,1.4825,1.5175,12.18,24,11.86,18.43,24,11.86,288.92,0.4925,0.260417,0.479167,0.486464,0.252917,0.976936,1.030457,1,0.479167,0.494167,0.479167,0.972927,0.976936,1,0.11,0.488056,0.694444,0.337222,0.520833,1.356484,0.69095,"sSolve"
"Qq2k3k3v50v50m400s10",50,50,100,400,2400,1,1,2,0,0,400,45,41,3,3,50,1.5,1.5,11.95,24,12,17.9,24,12,284.04,0.502083,0.247917,0.504167,0.502075,0.25,1,0.991701,1,0.504167,0.5,0.504167,1.004149,1,1,0.1025,0.502778,0.661111,0.333333,0.495833,1.329609,0.662983,"sSolve"
"Qq2k3k3v50v50m400s2",50,50,100,400,2400,1,1,2,0,0,400,48,47,3,3,50,1.505,1.495,12.1,24,12.04,18.18,24,12.04,292.92,0.495833,0.253333,0.493333,0.497479,0.249167,1.006689,1.016807,1,0.493333,0.501667,0.493333,0.994958,1.006689,1,0.1175,0.495,0.675556,0.332222,0.506667,1.337734,0.671156,"sSolve"
"Qq2k3k3v50v50m400s3",50,50,100,400,2400,1,1,2,0,0,400,49,53,3,3,50,1.4925,1.5075,12.17,24,11.94,18.37,24,11.94,289.12,0.492917,0.258333,0.483333,0.490279,0.25125,0.99005,1.02874,1,0.483333,0.4975,0.483333,0.980558,0.99005,1,0.1325,0.489722,0.688889,0.335,0.516667,1.350027,0.684061,"sSolve"
"Qq2k3k3v50v50m400s4",50,50,100,400,2400,1,1,2,0,0,400,53,45,3,3,50,1.4975,1.5025,11.65,24,11.98,17.31,24,11.98,285.08,0.514583,0.235833,0.528333,0.51336,0.250417,0.996672,0.94332,1,0.528333,0.499167,0.528333,1.026721,0.996672,1,0.1125,0.519167,0.628889,0.333889,0.471667,1.307915,0.643125,"sSolve"
"Qq2k3k3v50v50m400s5",50,50,100,400,2400,1,1,2,0,0,400,46,40,3,3,50,1.4825,1.5175,11.81,24,11.86,17.69,24,11.86,289.36,0.507917,0.245,0.51,0.502051,0.252917,0.976936,0.968827,1,0.51,0.494167,0.51,1.004102,0.976936,1,0.1,0.508611,0.653333,0.337222,0.49,1.329565,0.663026,"sSolve"
"Qq2k3k3v50v50m400s6",50,50,100,400,2400,1,1,2,0,0,400,45,54,3,3,50,1.555,1.445,12.22,24,12.44,18.22,24,12.44,291.36,0.490833,0.25,0.5,0.509338,0.240833,1.076125,1.037351,1,0.5,0.518333,0.5,1.018676,1.076125,1,0.135,0.493889,0.666667,0.321111,0.5,1.317234,0.650169,"sSolve"
"Qq2k3k3v50v50m400s7",50,50,100,400,2400,1,1,2,0,0,400,47,48,3,3,50,1.4825,1.5175,11.98,24,11.86,18.03,24,11.86,289.88,0.500833,0.252083,0.495833,0.495008,0.252917,0.976936,0.996672,1,0.495833,0.494167,0.495833,0.990017,0.976936,1,0.12,0.499167,0.672222,0.337222,0.504167,1.342207,0.67557,"sSolve"
"Qq2k3k3v50v50m400s8",50,50,100,400,2400,1,1,2,0,0,400,39,51,3,3,50,1.515,1.485,11.9,24,12.12,17.74,24,12.12,287.28,0.504167,0.243333,0.513333,0.509091,0.2475,1.020202,0.983471,1,0.513333,0.505,0.513333,1.018182,1.020202,1,0.1275,0.507222,0.648889,0.33,0.486667,1.316798,0.650602,"sSolve"
"Qq2k3k3v50v50m400s9",50,50,100,400,2400,1,1,2,0,0,400,46,44,3,3,50,1.5075,1.4925,11.92,24,12.06,17.81,24,12.06,285.48,0.503333,0.245417,0.509167,0.505795,0.24875,1.01005,0.986755,1,0.509167,0.5025,0.509167,1.011589,1.01005,1,0.11,0.505278,0.654444,0.331667,0.490833,1.322852,0.656405,"sSolve"
"Qq2k3k3v50v50m500s1",50,50,100,500,3000,1,1,2,0,0,500,53,50,3,3,50,1.476,1.524,15.04,30,14.76,22.7,30,14.76,453.32,0.498667,0.255333,0.489333,0.490642,0.254,0.968504,1.005348,1,0.489333,0.492,0.489333,0.981283,0.968504,1,0.1,0.495556,0.680889,0.338667,0.510667,1.34978,0.683408,"sSolve"
"Qq2k3k3v50v50m500s10",50,50,100,500,3000,1,1,2,0,0,500,58,54,3,3,50,1.498,1.502,14.96,30,14.98,22.43,30,14.98,445.92,0.501333,0.249,0.502,0.500665,0.250333,0.997337,0.994681,1,0.502,0.499333,0.502,1.00133,0.997337,1,0.108,0.501556,0.664,0.333778,0.498,1.332144,0.665485,"sSolve"
"Qq2k3k3v50v50m500s2",50,50,100,500,3000,1,1,2,0,0,500,61,55,3,3,50,1.484,1.516,14.9,30,14.84,22.38,30,14.84,454.68,0.503333,0.249333,0.501333,0.498013,0.252667,0.978892,0.986755,1,0.501333,0.494667,0.501333,0.996026,0.978892,1,0.11,0.502667,0.664889,0.336889,0.498667,1.336908,0.670203,"sSolve"
"Qq2k3k3v50v50m500s3",50,50,100,500,3000,1,1,2,0,0,500,61,65,3,3,50,1.514,1.486,15.15,30,15.14,22.73,30,15.14,454.6,0.495,0.252667,0.494667,0.499663,0.247667,1.018843,1.020202,1,0.494667,0.504667,0.494667,0.999327,1.018843,1,0.13,0.494889,0.673778,0.330222,0.505333,1.33392,0.667265,"sSolve"
"Qq2k3k3v50v50m500s4",50,50,100,500,3000,1,1,2,0,0,500,64,58,3,3,50,1.504,1.496,14.73,30,15.04,21.94,30,15.04,447.48,0.509,0.240333,0.519333,0.510151,0.249333,1.005348,0.964637,1,0.519333,0.501333,0.519333,1.020301,1.005348,1,0.116,0.512444,0.640889,0.332444,0.480667,1.314494,0.648742,"sSolve"
"Qq2k3k3v50v50m500s5",50,50,100,500,3000,1,1,2,0,0,500,54,52,3,3,50,1.496,1.504,14.77,30,14.96,22.06,30,14.96,451.36,0.507667,0.243,0.514,0.506238,0.250667,0.994681,0.969796,1,0.514,0.498667,0.514,1.012475,0.994681,1,0.104,0.509778,0.648,0.334222,0.486,1.32185,0.655623,"sSolve"
"Qq2k3k3v50v50m500s6",50,50,100,500,3000,1,1,2,0,0,500,56,66,3,3,50,1.552,1.448,15.22,30,15.52,22.68,30,15.52,449.8,0.492667,0.248667,0.502667,0.510149,0.241333,1.071823,1.02977,1,0.502667,0.517333,0.502667,1.020298,1.071823,1,0.132,0.496,0.663111,0.321778,0.497333,1.315697,0.648746,"sSolve"
"Qq2k3k3v50v50m500s7",50,50,100,500,3000,1,1,2,0,0,500,60,58,3,3,50,1.494,1.506,15,30,14.94,22.53,30,14.94,452.64,0.5,0.251,0.498,0.498,0.251,0.992032,1,1,0.498,0.498,0.498,0.996,0.992032,1,0.116,0.499333,0.669333,0.334667,0.502,1.336884,0.670227,"sSolve"
"Qq2k3k3v50v50m500s8",50,50,100,500,3000,1,1,2,0,0,500,47,62,3,3,50,1.53,1.47,14.97,30,15.3,22.29,30,15.3,453.56,0.501,0.244,0.512,0.510978,0.245,1.040816,0.996008,1,0.512,0.51,0.512,1.021956,1.040816,1,0.124,0.504667,0.650667,0.326667,0.488,1.313594,0.647292,"sSolve"
"Qq2k3k3v50v50m500s9",50,50,100,500,3000,1,1,2,0,0,500,55,56,3,3,50,1.5,1.5,14.87,30,15,22.24,30,15,444.64,0.504333,0.245667,0.508667,0.504296,0.25,1,0.982816,1,0.508667,0.5,0.508667,1.008592,1,1,0.112,0.505778,0.655111,0.333333,0.491333,1.32554,0.659051,"sSolve"
"Qq2k3k3v50v50m600s1",50,50,100,600,3600,1,1,2,0,0,600,68,60,3,3,50,1.478333,1.521667,17.96,36,17.74,27.05,36,17.74,650.92,0.501111,0.2525,0.495,0.493902,0.253611,0.971522,0.995565,1,0.495,0.492778,0.495,0.987805,0.971522,1,0.1,0.499074,0.673333,0.338148,0.505,1.344177,0.677551,"sKizzo"
"Qq2k3k3v50v50m600s10",50,50,100,600,3600,1,1,2,0,0,600,68,64,3,3,50,1.505,1.495,18.02,36,18.06,27.01,36,18.06,643.08,0.499444,0.249722,0.500556,0.501112,0.249167,1.006689,1.002225,1,0.500556,0.501667,0.500556,1.002225,1.006689,1,0.106667,0.499815,0.665926,0.332222,0.499444,1.331359,0.664691,"sKizzo"
"Qq2k3k3v50v50m600s2",50,50,100,600,3600,1,1,2,0,0,600,79,66,3,3,50,1.468333,1.531667,17.67,36,17.62,26.53,36,17.62,647.84,0.509167,0.246111,0.507778,0.498636,0.255278,0.958651,0.963993,1,0.507778,0.489444,0.507778,0.997272,0.958651,1,0.11,0.508704,0.656296,0.34037,0.492222,1.335846,0.669094,"sKizzo"
"Qq2k3k3v50v50m600s3",50,50,100,600,3600,1,1,2,0,0,600,69,73,3,3,50,1.515,1.485,18.13,36,18.18,27.17,36,18.18,646.68,0.496389,0.251111,0.497778,0.501399,0.2475,1.020202,1.01455,1,0.497778,0.505,0.497778,1.002798,1.020202,1,0.121667,0.496852,0.66963,0.33,0.502222,1.33088,0.664182,"sKizzo"
"Qq2k3k3v50v50m600s4",50,50,100,600,3600,1,1,2,0,0,600,74,70,3,3,50,1.51,1.49,17.77,36,18.12,26.48,36,18.12,646.64,0.506389,0.241944,0.516111,0.5096,0.248333,1.013423,0.974767,1,0.516111,0.503333,0.516111,1.019199,1.013423,1,0.116667,0.50963,0.645185,0.331111,0.483889,1.31571,0.649709,"sKizzo"
"Qq2k3k3v50v50m600s5",50,50,100,600,3600,1,1,2,0,0,600,63,70,3,3,50,1.51,1.49,17.96,36,18.12,26.86,36,18.12,648.48,0.501111,0.247222,0.505556,0.504435,0.248333,1.013423,0.995565,1,0.505556,0.503333,0.505556,1.008869,1.013423,1,0.116667,0.502593,0.659259,0.331111,0.494444,1.325391,0.658806,"sKizzo"
"Qq2k3k3v50v50m600s6",50,50,100,600,3600,1,1,2,0,0,600,65,75,3,3,50,1.553333,1.446667,18.27,36,18.64,27.22,36,18.64,653.76,0.4925,0.248611,0.502778,0.510434,0.241111,1.073733,1.030457,1,0.502778,0.517778,0.502778,1.020869,1.073733,1,0.125,0.495926,0.662963,0.321481,0.497222,1.315209,0.648245,"sKizzo"
"Qq2k3k3v50v50m600s7",50,50,100,600,3600,1,1,2,0,0,600,73,70,3,3,50,1.485,1.515,17.93,36,17.82,26.95,36,17.82,652.68,0.501944,0.250556,0.498889,0.496956,0.2525,0.980198,0.992252,1,0.498889,0.495,0.498889,0.993913,0.980198,1,0.116667,0.500926,0.668148,0.336667,0.501111,1.338776,0.672089,"sKizzo"
"Qq2k3k3v50v50m600s8",50,50,100,600,3600,1,1,2,0,0,600,51,79,3,3,50,1.535,1.465,18.19,36,18.42,27.17,36,18.42,651,0.494722,0.249444,0.501111,0.506457,0.244167,1.047782,1.021336,1,0.501111,0.511667,0.501111,1.012914,1.047782,1,0.131667,0.496852,0.665185,0.325556,0.498889,1.322046,0.655237,"sKizzo"
