"id","Variable.Count","VPOPS.Mean","POPS.Count","PSS.Maximum","PSS.Mean","PSS.Standard.Deviation","VPOPS.Maximum","VPOPS.Standard.Deviation","Pattern.database.lower.bound.In.degree.Maximum","Pattern.database.lower.bound.In.degree.Mean","Pattern.database.lower.bound.In.degree.Standard.Deviation","Pattern.database.lower.bound.Leaf.Count","Pattern.database.lower.bound.NTC.Count","Pattern.database.lower.bound.NTC.Max","Pattern.database.lower.bound.NTC.Mean","Pattern.database.lower.bound.NTC.Standard.Deviation","Pattern.database.lower.bound.Out.degree.Maximum","Pattern.database.lower.bound.Out.degree.Mean","Pattern.database.lower.bound.Out.degree.Standard.Deviation","Pattern.database.lower.bound.Root.Count","Pattern.database.lower.bound.Total.Degree.Maximum","Pattern.database.lower.bound.Total.Degree.Mean","Pattern.database.lower.bound.Total.Degree.Standard.Deviation","Simple.lower.bound.In.degree.Maximum","Simple.lower.bound.In.degree.Mean","Simple.lower.bound.In.degree.Standard.Deviation","Simple.lower.bound.Leaf.Count","Simple.lower.bound.NTC.Count","Simple.lower.bound.NTC.Max","Simple.lower.bound.NTC.Mean","Simple.lower.bound.NTC.Standard.Deviation","Simple.lower.bound.Out.degree.Maximum","Simple.lower.bound.Out.degree.Mean","Simple.lower.bound.Out.degree.Standard.Deviation","Simple.lower.bound.Root.Count","Simple.lower.bound.Total.Degree.Maximum","Simple.lower.bound.Total.Degree.Mean","Simple.lower.bound.Total.Degree.Standard.Deviation","Greedy.hill.climbing.Error.bound","Greedy.hill.climbing.In.degree.Maximum","Greedy.hill.climbing.In.degree.Mean","Greedy.hill.climbing.In.degree.Standard.Deviation","Greedy.hill.climbing.Leaf.Count","Greedy.hill.climbing.Out.degree.Maximum","Greedy.hill.climbing.Out.degree.Mean","Greedy.hill.climbing.Out.degree.Standard.Deviation","Greedy.hill.climbing.Root.Count","Greedy.hill.climbing.Total.Degree.Maximum","Greedy.hill.climbing.Total.Degree.Mean","Greedy.hill.climbing.Total.Degree.Standard.Deviation","Anytime.window.A..Error.bound","Anytime.window.A..In.degree.Maximum","Anytime.window.A..In.degree.Mean","Anytime.window.A..In.degree.Standard.Deviation","Anytime.window.A..Leaf.Count","Anytime.window.A..Out.degree.Maximum","Anytime.window.A..Out.degree.Mean","Anytime.window.A..Out.degree.Standard.Deviation","Anytime.window.A..Root.Count","Anytime.window.A..Total.Degree.Maximum","Anytime.window.A..Total.Degree.Mean","Anytime.window.A..Total.Degree.Standard.Deviation","GOBNILP.Error.bound","GOBNILP.In.degree.Maximum","GOBNILP.In.degree.Mean","GOBNILP.In.degree.Standard.Deviation","GOBNILP.Leaf.Count","GOBNILP.Out.degree.Maximum","GOBNILP.Out.degree.Mean","GOBNILP.Out.degree.Standard.Deviation","GOBNILP.Root.Count","GOBNILP.Total.Degree.Maximum","GOBNILP.Total.Degree.Mean","GOBNILP.Total.Degree.Standard.Deviation","CPBayes.Error.bound","CPBayes.In.degree.Maximum","CPBayes.In.degree.Mean","CPBayes.In.degree.Standard.Deviation","CPBayes.Leaf.Count","CPBayes.Out.degree.Maximum","CPBayes.Out.degree.Mean","CPBayes.Out.degree.Standard.Deviation","CPBayes.Root.Count","CPBayes.Total.Degree.Maximum","CPBayes.Total.Degree.Mean","CPBayes.Total.Degree.Standard.Deviation","basic","basic_extended","lower_bounding","greedy_probing","A._probing","ILP_probing","CP_probing","Class"
"hepatitis_bdeu-100-2",20,160.2,3204,2,1.88,0.35,187,30.01,2,2,0,6,1,10,10,0,6,2,1.95,0,8,4,1.95,2,2,0,6,3,7,4,2.65,6,2,1.89,0,8,4,1.89,2.5,2,1.85,0.49,7,5,1.85,1.87,1,7,3.7,1.84,0,2,1.85,0.49,7,5,1.85,1.81,1,7,3.7,1.72,0.54,2,1.85,0.49,8,7,1.85,2.16,1,7,3.7,1.87,0.2,2,1.85,0.49,9,7,1.85,2.3,1,7,3.7,2.05,0,0,0,1,0,5,0,"astar.ec"
"hepatitis_bdeu-100-3",20,784,15680,3,2.77,0.48,1036,222.36,3,3,0,3,2,12,7,7.07,7,3,2.45,0,10,6,2.45,3,3,0,2,3,7,5.67,2.31,8,3,2.18,0,11,6,2.18,4.81,3,2.7,0.8,6,10,2.7,3.1,1,11,5.4,2.6,0,3,2.7,0.8,4,7,2.7,2.3,1,10,5.4,2.06,2.72,3,2.65,0.81,5,9,2.65,2.64,1,11,5.3,2.41,0.1,3,2.7,0.8,4,10,2.7,2.68,1,10,5.4,2.09,0,0,0,1,0,5,1,"astar.ec"
"hepatitis_bdeu-100-4",20,1816.05,36321,4,3.47,0.69,3388,893.16,4,4,0,3,2,12,7,7.07,14,4,3.71,0,18,8,3.71,4,4,0,1,3,7,5.67,2.31,11,4,3.37,0,15,8,3.37,6.67,4,3.5,1.15,4,12,3.5,3.5,1,13,7,2.71,0,4,3.5,1.15,4,12,3.5,3.55,1,13,7,2.92,6.57,4,3.45,1.15,4,9,3.45,3.03,1,12,6.9,2.51,0,4,3.5,1.15,4,10,3.5,3.56,1,13,7,2.92,0,0,0,2,0,5,2,"astar.ec"
"hepatitis_bdeu-100-6",20,2225.95,44519,6,3.76,0.88,5052,1379.29,6,5,0.56,1,1,19,19,0,14,5,3.87,0,19,10,3.74,6,5.15,0.49,1,1,19,19,0,15,5.15,3.95,0,20,10.3,4.05,8.32,5,4,1.45,1,15,4,3.63,1,15,8,2.64,0,6,4.05,1.5,2,12,4.05,3.32,1,14,8.1,2.61,7.79,6,4,1.52,4,13,4,4.22,1,16,8,3.45,-1,6,5.15,0.49,1,15,5.15,3.95,0,20,10.3,4.05,0,0,0,2,0,5,3,"astar.ec"
"hypothyroid_bdeu-0.1",22,50.86,1119,6,2.77,1.18,501,112.05,4,1.95,1.05,6,2,8,5.5,3.54,11,1.95,2.63,0,15,3.91,3.39,6,2.14,1.32,6,1,13,13,0,9,2.14,2.57,0,15,4.27,3.72,1.21,3,1.64,0.95,10,9,1.64,2.42,2,11,3.27,2.69,0.72,4,1.68,1.09,9,11,1.68,2.57,3,11,3.36,2.75,0,3,1.59,0.91,8,9,1.59,2.26,2,11,3.18,2.56,0.1,3,1.59,0.85,9,10,1.59,2.46,1,11,3.18,2.56,0,0,0,0,4,0,0,"ilp.141"
"hypothyroid_bdeu-0.1-2",22,20.77,457,2,1.59,0.58,99,24.12,2,1.59,0.5,9,1,5,5,0,10,1.59,2.48,0,12,3.18,2.7,2,1.59,0.5,9,1,7,7,0,9,1.59,2.28,0,11,3.18,2.5,0.84,2,1.45,0.67,10,8,1.45,2.2,2,10,2.91,2.29,0,2,1.41,0.59,9,8,1.41,2.04,1,10,2.82,2.17,0,2,1.41,0.59,9,8,1.41,2.04,1,10,2.82,2.17,0.1,2,1.41,0.67,10,8,1.41,2.2,2,10,2.82,2.17,0,0,0,0,0,0,0,"astar.ec"
"hypothyroid_bdeu-0.1-3",22,37,814,3,2.21,0.82,284,66.01,3,1.86,0.89,7,2,7,5,2.83,11,1.86,2.66,0,14,3.73,3.17,3,1.91,0.87,7,2,10,6,5.66,9,1.91,2.47,0,12,3.82,3.03,1.12,3,1.59,0.91,9,9,1.59,2.28,2,11,3.18,2.56,0,3,1.59,0.91,8,9,1.59,2.26,2,11,3.18,2.56,0,3,1.59,0.91,8,9,1.59,2.26,2,11,3.18,2.56,0.1,3,1.59,0.85,9,10,1.59,2.46,1,11,3.18,2.56,0,0,0,0,1,0,0,"ilp.141"
"hypothyroid_bdeu-0.1-4",22,47.82,1052,4,2.62,1.04,440,100.11,4,1.95,1.05,6,2,8,5.5,3.54,11,1.95,2.63,0,15,3.91,3.39,4,2.05,1.09,7,1,12,12,0,9,2.05,2.57,0,13,4.09,3.44,1.25,3,1.59,0.8,9,9,1.59,2.59,1,11,3.18,2.56,0.36,3,1.5,0.96,10,9,1.5,2.2,2,11,3,2.53,0,3,1.59,0.91,8,9,1.59,2.26,2,11,3.18,2.56,0.1,3,1.59,0.85,9,10,1.59,2.46,1,11,3.18,2.56,0,0,0,0,3,0,0,"ilp.141"
"hypothyroid_bdeu-0.1-5",22,50.41,1109,5,2.74,1.14,491,110.14,4,1.95,1.05,6,2,8,5.5,3.54,11,1.95,2.63,0,15,3.91,3.39,5,2.09,1.19,7,1,12,12,0,9,2.09,2.6,0,14,4.18,3.61,1.33,3,1.64,0.79,10,8,1.64,2.42,1,11,3.27,2.66,0.49,3,1.55,1.01,9,8,1.55,2.04,2,11,3.09,2.51,0,3,1.59,0.91,8,9,1.59,2.26,2,11,3.18,2.56,0.1,3,1.59,0.85,9,10,1.59,2.46,1,11,3.18,2.56,0,0,0,0,4,0,0,"ilp.141"
"hypothyroid_bdeu-1",22,90.05,1981,7,3.04,1.19,930,204.72,5,2.18,1.14,6,1,12,12,0,11,2.18,2.86,0,16,4.36,3.71,7,2.32,1.43,5,2,14,8,8.49,10,2.32,2.8,0,17,4.64,3.97,1.48,3,1.73,0.88,7,10,1.73,2.55,1,11,3.45,2.61,0.93,3,1.59,0.85,8,8,1.59,2.32,2,10,3.18,2.54,0,3,1.68,0.89,9,10,1.68,2.57,1,11,3.36,2.56,0.1,3,1.68,0.89,9,11,1.68,2.68,1,11,3.36,2.56,0,0,0,1,5,0,0,"ilp.141"
"hypothyroid_bdeu-1-2",22,29.23,643,2,1.65,0.54,104,27.49,2,1.64,0.49,9,1,5,5,0,11,1.64,2.68,0,13,3.27,2.85,2,1.68,0.48,7,3,9,4.33,4.04,10,1.68,2.38,0,12,3.36,2.56,0.97,2,1.45,0.6,10,9,1.45,2.34,1,11,2.91,2.52,0,2,1.45,0.6,10,9,1.45,2.34,1,11,2.91,2.52,0,2,1.45,0.6,10,9,1.45,2.34,1,11,2.91,2.52,0.1,2,1.45,0.67,10,9,1.45,2.46,2,11,2.91,2.37,0,0,0,0,0,2,0,"astar.ec"
"hypothyroid_bdeu-1-3",22,57.73,1270,3,2.32,0.78,390,92.95,3,2.05,0.9,7,1,11,11,0,11,2.05,2.85,0,14,4.09,3.31,3,2.05,0.84,7,2,11,6.5,6.36,10,2.05,2.73,0,13,4.09,3.21,1.35,3,1.68,0.89,9,10,1.68,2.51,1,11,3.36,2.56,0,3,1.68,0.89,9,10,1.68,2.51,1,11,3.36,2.56,0,3,1.68,0.89,9,10,1.68,2.51,1,11,3.36,2.56,0.1,3,1.68,0.89,9,11,1.68,2.68,1,11,3.36,2.56,0,0,0,1,1,0,0,"ilp.141"
"hypothyroid_bdeu-1-4",22,80.59,1773,4,2.8,1,743,167.41,4,2.14,1.04,7,1,11,11,0,11,2.14,2.88,0,15,4.27,3.6,4,2.18,1.05,7,2,11,6.5,6.36,10,2.18,2.86,0,14,4.36,3.63,1.5,4,1.86,0.94,7,12,1.86,3,1,12,3.73,2.86,0.22,3,1.64,1,8,8,1.64,2.28,2,11,3.27,2.53,0,3,1.68,0.89,9,10,1.68,2.51,1,11,3.36,2.56,0.1,3,1.68,0.89,9,11,1.68,2.68,1,11,3.36,2.56,0,0,0,1,4,0,0,"ilp.141"
"hypothyroid_bdeu-1-5",22,89.09,1960,5,3.01,1.15,909,200.62,5,2.18,1.14,6,1,12,12,0,11,2.18,2.86,0,16,4.36,3.71,5,2.23,1.15,7,2,12,7,7.07,10,2.23,2.86,0,15,4.45,3.75,1.49,3,1.77,0.87,6,10,1.77,2.45,1,11,3.55,2.46,0.59,3,1.64,0.9,8,8,1.64,2.44,2,11,3.27,2.68,0,3,1.68,0.89,9,10,1.68,2.51,1,11,3.36,2.56,0.1,3,1.68,0.89,9,11,1.68,2.68,1,11,3.36,2.56,0,0,0,1,5,0,0,"ilp.141"
"hypothyroid_bdeu-1-6",22,90,1980,6,3.04,1.19,929,204.52,5,2.18,1.14,6,1,12,12,0,11,2.18,2.86,0,16,4.36,3.71,6,2.27,1.28,6,2,13,7.5,7.78,10,2.27,2.83,0,16,4.55,3.85,1.49,4,1.82,0.96,7,10,1.82,2.82,1,11,3.64,2.74,0.93,3,1.59,0.85,8,8,1.59,2.32,2,10,3.18,2.54,0,3,1.68,0.89,9,10,1.68,2.51,1,11,3.36,2.56,0.1,3,1.68,0.89,9,11,1.68,2.68,1,11,3.36,2.56,0,0,0,1,5,0,0,"ilp.141"
"hypothyroid_bdeu-10",22,958.18,21080,7,3.5,0.94,2583,713.8,5,3.77,0.81,3,1,19,19,0,12,3.77,3.56,0,17,7.55,3.86,7,3.95,1.13,3,1,17,17,0,12,3.95,3.5,0,18,7.91,4.22,2.15,5,3.14,1.28,5,14,3.14,3.68,1,14,6.27,3.22,1.1,5,3.14,1.36,8,12,3.14,3.52,1,13,6.27,3.24,1.59,5,3.09,1.19,7,11,3.09,3.45,1,13,6.18,3.08,0.7,5,3.05,1.21,6,13,3.05,3.58,1,15,6.09,3.1,0,0,0,2,5,5,6,"astar.ec"
"hypothyroid_bdeu-10-2",22,122.64,2698,2,1.88,0.35,210,33.06,2,2,0,7,1,14,14,0,12,2,2.78,0,14,4,2.78,2,2,0,5,3,10,5,4.36,11,2,2.45,0,13,4,2.45,1.21,2,1.86,0.47,7,10,1.86,2.71,1,12,3.73,2.53,0,2,1.82,0.59,8,10,1.82,2.54,2,12,3.64,2.56,0.03,2,1.86,0.47,7,10,1.86,2.73,1,12,3.73,2.53,0.4,2,1.86,0.47,7,10,1.86,2.57,1,12,3.73,2.41,0,0,0,1,0,5,0,"astar.ec"
"hypothyroid_bdeu-10-3",22,473.36,10414,3,2.71,0.52,921,213.24,3,2.95,0.21,4,1,18,18,0,13,2.95,3.61,0,16,5.91,3.62,3,2.95,0.21,5,1,15,15,0,12,2.95,3.54,0,15,5.91,3.57,1.75,3,2.68,0.78,8,12,2.68,3.37,1,13,5.36,3.13,0,3,2.59,0.85,6,12,2.59,3.38,1,13,5.18,3.06,0.22,3,2.59,0.8,9,10,2.59,3.25,1,13,5.18,2.97,0.7,3,2.64,0.85,9,11,2.64,3.49,1,14,5.27,3.4,0,0,0,1,2,5,6,"astar.ec"
"hypothyroid_bdeu-10-4",22,841.36,18510,4,3.27,0.75,1910,537.42,4,3.59,0.59,2,1,20,20,0,12,3.59,3.43,0,16,7.18,3.63,4,3.55,0.6,3,1,15,15,0,11,3.55,3.38,0,15,7.09,3.62,2.02,4,3,1.02,5,13,3,3.34,1,13,6,2.83,0.96,4,3,1.11,5,10,3,2.79,1,13,6,2.86,1.78,4,2.95,1,6,10,2.95,3.05,1,12,5.91,2.81,0.7,4,2.91,1.02,6,12,2.91,3.37,1,14,5.82,2.91,0,0,0,2,5,5,6,"astar.ec"
"hypothyroid_bdeu-10-5",22,945.23,20795,5,3.46,0.89,2371,685.57,5,3.77,0.81,3,1,19,19,0,12,3.77,3.56,0,17,7.55,3.86,5,3.86,0.94,3,1,16,16,0,12,3.86,3.54,0,17,7.73,4.05,2.12,5,3,1.2,5,12,3,3.06,1,13,6,3.02,1.08,5,3.14,1.36,8,12,3.14,3.52,1,13,6.27,3.24,1.8,5,3.27,1.24,8,11,3.27,3.71,1,13,6.55,3.22,0.7,5,3.05,1.21,6,13,3.05,3.58,1,15,6.09,3.1,0,0,0,2,5,5,6,"astar.ec"
"hypothyroid_bdeu-10-6",22,957.09,21056,6,3.49,0.93,2559,711.22,5,3.77,0.81,3,1,19,19,0,12,3.77,3.56,0,17,7.55,3.86,6,3.91,1.02,3,1,17,17,0,12,3.91,3.5,0,17,7.82,4.11,2.15,5,3.18,1.33,5,13,3.18,3.58,1,14,6.36,3.39,1.1,5,3.14,1.36,8,12,3.14,3.52,1,13,6.27,3.24,1.58,5,3.09,1.19,7,11,3.09,3.45,1,13,6.18,3.08,0.7,5,3.05,1.21,6,13,3.05,3.58,1,15,6.09,3.1,0,0,0,2,5,5,6,"astar.ec"
"hypothyroid_bdeu-100-2",22,224.68,4943,2,1.9,0.31,232,9.7,2,2,0,9,1,8,8,0,12,2,3.09,0,14,4,3.09,2,2,0,7,3,10,4.67,4.62,13,2,3.07,0,15,4,3.07,1.55,2,1.86,0.47,9,13,1.86,3.01,1,14,3.73,2.83,0,2,1.86,0.47,11,11,1.86,2.92,1,12,3.73,2.66,0.11,2,1.86,0.47,11,11,1.86,3.08,1,12,3.73,2.73,0.8,2,1.86,0.47,11,11,1.86,2.85,1,12,3.73,2.66,0,0,0,1,0,5,0,"astar.ec"
"hypothyroid_bdeu-100-3",22,1503.68,33081,3,2.84,0.41,1562,79.79,3,3,0,5,1,15,15,0,12,3,3.68,0,15,6,3.68,3,3,0,6,2,12,7.5,6.36,12,3,3.59,0,15,6,3.59,2.41,3,2.73,0.77,8,10,2.73,3.17,1,12,5.45,2.86,0,3,2.73,0.77,8,10,2.73,3.33,1,13,5.45,3.2,2.4,3,2.73,0.77,7,12,2.73,3.82,1,15,5.45,3.46,1,3,2.73,0.77,9,14,2.73,3.95,1,14,5.45,3.33,0,0,0,2,1,5,6,"astar.ec"
"hypothyroid_bdeu-100-4",22,6878.27,151322,4,3.75,0.52,7531,673.91,4,4,0,3,1,18,18,0,13,4,3.84,0,17,8,3.84,4,4,0,2,1,20,20,0,13,4,3.84,0,17,8,3.84,3.38,4,3.55,1.1,7,15,3.55,4.04,1,16,7.09,3.57,0.87,4,3.5,1.14,7,13,3.5,3.84,1,14,7,3.35,-1,4,4,0,2,13,4,3.84,0,17,8,3.84,-1,4,4,0,2,13,4,3.84,0,17,8,3.84,0,0,0,3,5,10,6,"astar.ec"
"hypothyroid_bdeu-100-5",22,20642.64,454138,5,4.58,0.66,26342,4284.61,5,4.95,0.21,2,1,20,20,0,14,4.95,4.12,0,19,9.91,4.16,5,4.95,0.21,1,1,21,21,0,15,4.95,4.12,0,20,9.91,4.17,4.02,5,4.23,1.45,4,18,4.23,4.31,1,19,8.45,3.58,1.4,5,4.27,1.45,5,13,4.27,4.33,1,16,8.55,3.53,-1,5,4.95,0.21,1,15,4.95,4.12,0,20,9.91,4.17,-1,5,4.95,0.21,1,15,4.95,4.12,0,20,9.91,4.17,0,0,0,4,5,10,6,"astar.ec"
"hypothyroid_bdeu-100-6",22,37164.5,817619,6,5.21,0.86,58419,12682.06,6,5.68,0.57,1,1,21,21,0,15,5.68,3.93,0,21,11.36,4.18,6,5.77,0.53,0,1,22,22,0,15,5.77,3.84,0,21,11.55,4.07,4.09,6,4.86,1.81,3,13,4.86,4.03,1,18,9.73,3.4,1.63,6,4.77,1.8,2,14,4.77,4.2,1,16,9.55,3.36,-1,6,5.77,0.53,0,15,5.77,3.84,0,21,11.55,4.07,-1,6,5.77,0.53,0,15,5.77,3.84,0,21,11.55,4.07,0,0,0,4,5,10,6,"astar.ec"
"hypothyroid_bic",22,16.86,371,3,1.76,0.83,98,23.24,3,1.36,0.58,12,1,3,3,0,10,1.36,2.48,0,12,2.73,2.71,3,1.59,0.85,10,2,8,5,4.24,9,1.59,2.4,0,12,3.18,3.06,0.8,3,1.27,0.63,12,8,1.27,2.23,1,10,2.55,2.4,0,3,1.27,0.63,12,8,1.27,2.21,1,10,2.55,2.4,0,3,1.27,0.63,11,8,1.27,2.19,1,10,2.55,2.4,0.1,3,1.27,0.63,13,10,1.27,2.47,1,10,2.55,2.4,0,0,0,0,0,0,0,"ilp.141"
"hypothyroid_bic-2",22,13.68,301,2,1.47,0.63,65,15.57,2,1.36,0.49,11,1,6,6,0,10,1.36,2.44,0,12,2.73,2.71,2,1.36,0.49,10,3,5,3,1.73,9,1.36,2.19,0,11,2.73,2.49,0.85,2,1.27,0.55,11,9,1.27,2.27,1,10,2.55,2.4,0,2,1.23,0.53,11,8,1.23,2.07,1,10,2.45,2.3,0,2,1.23,0.53,11,8,1.23,2.07,1,10,2.45,2.3,0.1,2,1.27,0.55,12,10,1.27,2.45,1,10,2.55,2.4,0,0,0,0,0,0,0,"ilp.141"
"insurance_10000_bdeu-0.1-2",27,62.74,1694,2,1.74,0.47,164,33.9,2,1.89,0.32,8,3,6,4.33,2.08,6,1.89,1.76,0,8,3.78,1.89,2,1.93,0.27,7,6,6,3.17,1.6,6,1.93,1.71,0,8,3.85,1.81,14.53,2,1.74,0.53,10,6,1.74,1.91,1,8,3.48,1.87,8.88,2,1.56,0.58,10,5,1.56,1.74,1,7,3.11,1.67,0,2,1.67,0.55,10,6,1.67,1.82,1,7,3.33,1.64,3.8,2,1.59,0.57,12,6,1.59,1.95,1,7,3.19,1.62,0,0,0,1,5,2,6,"ilp.141"
"insurance_10000_bdeu-0.1-3",27,100.04,2701,3,2.21,0.71,347,72.94,3,2.19,0.62,5,4,10,5.25,3.59,6,2.19,1.75,0,8,4.37,2.06,3,2.48,0.64,5,3,11,7.33,4.04,7,2.48,2.05,0,10,4.96,2.53,16.17,3,1.74,0.66,10,6,1.74,1.85,1,7,3.48,1.78,10.75,3,1.67,0.78,8,6,1.67,1.75,2,8,3.33,1.84,0.16,3,1.63,0.79,9,5,1.63,1.69,3,7,3.26,1.79,2.3,3,1.63,0.69,8,6,1.63,1.8,1,7,3.26,1.58,0,0,0,2,5,3,6,"ilp.162"
"insurance_10000_bdeu-0.1-4",27,107.59,2905,4,2.34,0.83,386,82.25,4,2.22,0.7,5,4,10,5.25,3.59,6,2.22,1.78,0,9,4.44,2.15,4,2.7,0.91,3,1,24,24,0,7,2.7,2.02,0,11,5.41,2.83,16.16,3,1.78,0.7,10,7,1.78,2.03,1,9,3.56,2.06,11.19,3,1.67,0.78,8,6,1.67,1.75,2,8,3.33,1.84,0.44,4,1.7,0.95,7,5,1.7,1.61,3,7,3.41,1.69,2.4,3,1.67,0.73,9,7,1.67,1.94,1,7,3.33,1.66,0,0,0,2,5,4,6,"ilp.141"
"insurance_10000_bdeu-0.1-6",27,108,2916,5,2.35,0.84,386,82.52,4,2.22,0.7,5,4,10,5.25,3.59,6,2.22,1.78,0,9,4.44,2.15,5,2.74,0.98,3,1,24,24,0,7,2.74,1.99,0,11,5.48,2.86,16.41,4,1.93,0.78,8,5,1.93,1.71,1,7,3.85,1.88,11.19,3,1.67,0.78,8,6,1.67,1.75,2,8,3.33,1.84,0.2,3,1.67,0.73,7,5,1.67,1.66,1,7,3.33,1.66,2.4,3,1.59,0.75,9,7,1.59,1.87,2,7,3.19,1.64,0,0,0,2,5,4,6,"ilp.162"
"insurance_10000_bdeu-1-2",27,77.52,2093,2,1.78,0.44,223,43.82,2,1.89,0.32,8,3,6,4.33,2.08,6,1.89,1.76,0,8,3.78,1.89,2,1.93,0.27,7,6,6,3.17,1.6,6,1.93,1.71,0,8,3.85,1.81,14.62,2,1.67,0.62,10,6,1.67,1.8,2,7,3.33,1.71,8.92,2,1.59,0.64,10,6,1.59,1.69,2,8,3.19,1.8,0.49,2,1.67,0.55,9,6,1.67,1.9,1,8,3.33,1.9,3.7,2,1.67,0.55,10,6,1.67,1.9,1,7,3.33,1.64,0,0,0,1,5,5,6,"ilp.162"
"insurance_10000_bdeu-1-3",27,136.04,3673,3,2.3,0.69,500,103.27,3,2.22,0.64,5,4,10,5.25,3.59,6,2.22,1.83,0,9,4.44,2.12,3,2.52,0.64,5,4,11,5.5,3.79,7,2.52,2.1,0,10,5.04,2.56,16.24,3,1.85,0.77,8,7,1.85,1.97,1,7,3.7,1.92,11.02,3,1.67,0.83,8,6,1.67,1.64,3,8,3.33,1.84,0.77,3,1.7,0.78,8,7,1.7,1.94,2,8,3.41,1.82,3.9,3,1.63,0.74,8,6,1.63,1.74,2,7,3.26,1.58,0,0,0,2,5,5,6,"ilp.162"
"insurance_10000_bdeu-1-4",27,151.04,4078,4,2.47,0.83,583,123.56,4,2.26,0.71,5,4,10,5.25,3.59,6,2.26,1.85,0,9,4.52,2.21,4,2.81,0.96,3,1,24,24,0,8,2.81,2.15,0,12,5.63,2.99,16.28,3,1.85,0.77,7,7,1.85,1.88,1,7,3.7,1.88,12.22,4,1.7,0.87,7,7,1.7,1.88,2,9,3.41,1.97,0.33,4,1.85,0.86,6,6,1.85,1.77,2,9,3.7,1.94,6.2,3,1.63,0.74,11,6,1.63,1.88,2,7,3.26,1.61,0,0,0,2,5,5,6,"ilp.162"
"insurance_10000_bdeu-1-5",27,151.93,4102,5,2.49,0.85,584,124.25,4,2.26,0.71,5,4,10,5.25,3.59,6,2.26,1.85,0,9,4.52,2.21,5,2.89,1.09,3,2,21,12,12.73,8,2.89,2.15,0,13,5.78,3.14,16.17,3,1.74,0.81,7,6,1.74,1.77,2,7,3.48,1.74,12.22,4,1.7,0.87,7,7,1.7,1.88,2,9,3.41,1.97,0.25,3,1.7,0.78,7,6,1.7,1.68,2,8,3.41,1.74,4.7,3,1.67,0.78,9,7,1.67,1.88,2,7,3.33,1.66,0,0,0,2,5,5,6,"ilp.141"
"insurance_10000_bdeu-1-6",27,151.96,4103,6,2.49,0.85,584,124.27,4,2.26,0.71,5,4,10,5.25,3.59,6,2.26,1.85,0,9,4.52,2.21,6,2.93,1.17,3,1,24,24,0,8,2.93,2.13,0,14,5.85,3.22,16.32,3,1.85,0.77,7,6,1.85,1.81,1,7,3.7,1.84,12.22,4,1.7,0.87,7,7,1.7,1.88,2,9,3.41,1.97,0.17,3,1.67,0.73,7,7,1.67,1.86,2,8,3.33,1.75,6.3,3,1.67,0.78,9,7,1.67,1.88,2,7,3.33,1.66,0,0,0,2,5,5,6,"ilp.141"
"insurance_10000_bdeu-10-2",27,108.89,2940,2,1.82,0.41,287,50.7,2,2,0,7,3,6,4.33,2.08,6,2,1.75,0,8,4,1.75,2,2,0,6,6,6,3.17,1.6,6,2,1.66,0,8,4,1.66,14.33,2,1.85,0.46,9,7,1.85,2.05,1,8,3.7,1.79,9.03,2,1.81,0.48,9,6,1.81,1.78,1,8,3.63,1.64,0.59,2,1.81,0.48,8,6,1.81,1.98,1,8,3.63,1.86,3.6,2,1.81,0.48,9,7,1.81,1.96,1,8,3.63,1.69,0,0,0,2,5,5,6,"ilp.141"
"insurance_10000_bdeu-10-3",27,233.15,6295,3,2.45,0.65,934,174.09,3,2.52,0.51,6,3,16,6.67,8.08,8,2.52,2.14,0,10,5.04,2.33,3,2.67,0.48,4,3,17,7.67,8.08,7,2.67,2.06,0,10,5.33,2.35,16.28,3,2.15,0.77,6,6,2.15,2.05,1,9,4.3,1.98,12.58,3,2.07,0.73,7,9,2.07,2.29,1,9,4.15,2.05,1.69,3,2.15,0.72,8,9,2.15,2.38,1,9,4.3,2.09,4.6,3,2,0.83,8,7,2,2.13,2,9,4,1.96,0,0,0,2,5,5,6,"ilp.141"
"insurance_10000_bdeu-10-4",27,277.26,7486,4,2.7,0.82,1262,243.31,4,2.63,0.74,5,3,16,7,7.81,8,2.63,2.15,0,10,5.26,2.41,4,3.04,0.85,3,1,24,24,0,8,3.04,2.33,0,12,6.07,2.95,16.37,3,2.19,0.74,7,6,2.19,2.11,1,9,4.37,2.1,12.76,4,2.11,0.93,7,9,2.11,2.28,2,9,4.22,2.06,1.95,4,2,0.96,8,6,2,2,3,8,4,1.92,2.8,3,2,0.78,9,10,2,2.57,1,10,4,2.08,0,0,0,3,5,5,6,"ilp.141"
"insurance_10000_bdeu-10-5",27,280.56,7575,5,2.72,0.86,1270,247.26,4,2.63,0.74,5,3,16,7,7.81,8,2.63,2.15,0,10,5.26,2.41,5,3.15,1.03,3,2,21,12,12.73,8,3.15,2.3,0,13,6.3,3.1,16.4,3,2.26,0.71,6,9,2.26,2.49,1,11,4.52,2.26,12.77,4,2.19,0.83,7,10,2.19,2.4,1,10,4.37,2.1,1.21,4,2.15,0.99,6,5,2.15,1.79,1,8,4.3,1.79,-1,5,3.15,1.03,3,8,3.15,2.3,0,13,6.3,3.1,0,0,0,3,5,5,6,"astar.comp"
