"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","aqua.s2v","caqe.minisat","caqe.picosat","depqbf.v2","ghostq.cegar","hiqqer3","iprover.QBF","iprover.QBF.bloqqer","squeezebf.struqs","struqs.10","aqua.s2v_success","caqe.minisat_success","caqe.picosat_success","depqbf.v2_success","ghostq.cegar_success","hiqqer3_success","iprover.QBF_success","iprover.QBF.bloqqer_success","squeezebf.struqs_success","struqs.10_success","base","Class"
"dungeon_i25-m12-u5-v0.pddl_planlen=170",127782,5,127787,1159333,2314166,2,1,3,98735,1047046,13552,1145787,163611,1.996068,5e-05,63891,2e-05,3e-05,1.273878,11.6,4.6,2.956889,23.2,9.2,64.739768,0.929657,0.070333,0.929665,0.999984,1.5e-05,0.657143,0.075665,1.000014,0.929678,0.396552,0.929665,1.000023,0.657143,0.011689,0.141125,0.867877,0.132112,0.625562,0.132112,0.999917,0.720796,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",9.88,"AIGSolve"
"dungeon_i25-m12-u5-v0.pddl_planlen=65",49242,5,49247,443338,884276,2,1,3,38150,400036,5152,438192,62811,1.994456,0.000131,24621,5.2e-05,7.9e-05,1.258655,11.6,4.6,2.917985,23.2,9.2,63.938751,0.929903,0.070071,0.929925,0.999957,4e-05,0.657143,0.075381,1.000036,0.929958,0.396552,0.929925,1.000059,0.657143,0.011621,0.141677,0.868465,0.131507,0.631085,0.131507,0.999781,0.726668,1800,1800,1800,1800,1800,1800,153.01,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",5.368,"AIGSolve"
"eijk.S382.S-d4",406,9,415,1183,2759,2,1,3,1,788,394,888,658,2.242604,0.089603,203,0.044801,0.044801,2.850602,11.777778,5.888889,8.072289,23.555556,11.777778,38.647783,0.571221,0.409569,0.574067,0.966371,0.01921,1,0.750635,0.982896,0.564248,0.5,0.574067,0.987793,1,0.333052,0.556213,0.574819,0.420854,0.620355,0.423112,0.989824,1.079218,0.03,0.45,0.44,0.21,0.14,0.1,12,0.47,0.11,0.1,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.404,"qsts"
"eijk.bs4863.S-d4",20622,147,20769,61279,142983,2,1,3,1,40852,20426,44831,33148,2.281842,0.05147,10311,0.025735,0.025735,2.950503,21.455782,10.727891,8.570658,42.911565,21.455782,49.374067,0.571425,0.417546,0.573036,0.980699,0.011029,1,0.750012,0.984913,0.56439,0.5,0.573036,0.987689,1,0.333328,0.540936,0.573421,0.422007,1.067897,0.425452,0.989283,1.862324,1800,1800,1800,1800,14.15,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.448,"ghostq.plain"
"emptyroom_e3_ser---19_",928,6,934,6023,20394,2,1,3,2,2242,3779,4472,2785,2.365931,1.02009,464,0.510045,0.510045,9.286938,1024,512,22.130621,2048,1024,182.657328,0.574679,0.274689,0.606877,0.737884,0.150633,1,0.740102,0.703253,0.426788,0.5,0.606877,0.742655,1,0.627428,0.462394,0.569787,0.30429,19.906257,0.406231,0.707301,34.936295,1800,1800,1800,1800,130.52,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.448,"rareqs"
"emptyroom_e3_ser--opt-20_",976,6,982,6286,21090,2,1,3,2,2360,3924,4702,2930,2.377665,0.97741,488,0.488705,0.488705,9.126273,1024,512,21.806517,2048,1024,180.928279,0.575059,0.279279,0.605915,0.746702,0.145661,1,0.738951,0.713034,0.432038,0.5,0.605915,0.751292,1,0.624244,0.466115,0.569706,0.308722,20.205924,0.407439,0.717469,35.467269,1800,1800,1800,5.21,2.37,6.08,28.3,23.08,1800,1800,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.492,"rareqs"
"emptyroom_e4_par---21_",2048,8,2056,19681,104306,2,1,3,2,5082,14597,10396,6455,1.96992,3.329912,1024,1.664956,1.664956,22.39786,8192,4096,48.722763,16384,8192,432.09082,0.558511,0.127337,0.657416,0.437517,0.314153,1,0.790477,0.373147,0.245312,0.5,0.657416,0.439226,1,0.74168,0.327981,0.568078,0.149933,72.621233,0.343447,0.347129,127.836784,1800,1800,1800,1800,63.83,1800,1800,308.43,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",1.068,"rareqs"
"emptyroom_e4_ser--opt-44_",4256,8,4264,32438,138146,2,1,3,2,10824,21612,21658,13470,2.238424,2.020347,2128,1.010173,1.010173,14.079268,8192,4096,31.993902,16384,8192,312.776786,0.565431,0.197371,0.624487,0.5805,0.237198,1,0.768563,0.526591,0.328849,0.5,0.624487,0.581591,1,0.666256,0.415254,0.568031,0.224877,110.605255,0.383703,0.520585,194.717089,1800,1800,1800,1800,560.6,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.108,"qestos"
"ev-pr-4x4-11-3-0-0-1-lg",1931,30,1961,12973,48613,6,5,11,32,1314,11627,4784,6753,3.45587,0.291374,321.833333,0.145687,0.145687,14.359001,126,63,118.035696,756,378,2246.340238,0.420772,0.540349,0.414092,0.907602,0.038878,1,1.376583,0.936571,0.387827,0.5,0.414092,0.921703,1,0.896246,0.520543,0.380344,0.598453,1.984398,0.62739,0.965783,5.217371,3.99,1.39,140.72,2.22,44.57,3.2,67.68,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",0.808,"depqbf.v1"
"ev-pr-4x4-11-3-0-0-1-s",7214,240,7454,67639,222663,6,5,11,32,8285,59322,42769,20281,2.937107,0.354825,1202.333333,0.177412,0.177412,14.476657,100,50,133.931983,600,300,407.495703,0.515371,0.430736,0.517228,0.895428,0.053893,1,0.940351,0.921897,0.47683,0.5,0.517228,0.925218,1,0.877038,0.299842,0.438312,0.538518,1.258149,0.567126,0.958749,2.870441,1800,6.06,1800,32.92,1800,1800,1800,1800,1800,1800,"FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.416,"newJointClass"
"ev-pr-4x4-13-3-0-0-1-lg",2280,36,2316,15282,57724,7,6,13,32,1316,13934,5425,7960,3.480434,0.29682,325.714286,0.14841,0.14841,14.52677,126,63,141.303972,882,441,2603.889035,0.417158,0.543552,0.410093,0.905814,0.03929,1,1.397176,0.935968,0.383833,0.5,0.410093,0.920116,1,0.911792,0.520874,0.375124,0.60395,1.950195,0.632935,0.966512,5.198799,24.96,1.73,1800,39.11,99.39,4.47,1800,1800,1800,1800,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.912,"depqbf.v1"
"ev-pr-4x4-13-3-0-0-1-s",8621,288,8909,79735,265253,7,6,13,32,8287,71416,49652,24272,2.965486,0.361196,1231.571429,0.180598,0.180598,14.630823,100,50,160.26535,700,350,482.138963,0.508597,0.437115,0.509645,0.89326,0.054288,1,0.966192,0.921204,0.469487,0.5,0.509645,0.923101,1,0.895667,0.304408,0.429459,0.547976,1.245992,0.576721,0.96045,2.901304,1800,8.22,1800,40.81,1800,46.6,1800,1800,1800,1800,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.596,"newJointClass"
"ev-pr-4x4-15-3-0-0-1-lg",2629,42,2671,17591,66835,8,7,15,32,1318,16241,6066,9167,3.49855,0.300836,328.625,0.150418,0.150418,14.649944,126,63,164.582553,1008,504,2961.947128,0.414528,0.545882,0.407179,0.904494,0.03959,1,1.41238,0.935531,0.380928,0.5,0.407179,0.918944,1,0.923256,0.521119,0.371333,0.607955,1.925163,0.636959,0.967054,5.18447,99.66,2.19,1800,114.52,6.76,5.59,1800,1800,1800,1800,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.884,"depqbf.v1"
"ev-pr-4x4-15-3-0-0-1-s",10028,336,10364,91831,307843,8,7,15,32,8289,83510,56535,28263,2.986388,0.36589,1253.5,0.182945,0.182945,14.741702,100,50,186.568603,800,400,556.822298,0.503698,0.441728,0.504151,0.891655,0.054573,1,0.985315,0.920703,0.464174,0.5,0.504151,0.921531,1,0.909388,0.307772,0.423082,0.554805,1.236903,0.583625,0.961669,2.923554,1800,1800,1800,46.01,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.976,"newJointClass"
"ev-pr-4x4-17-3-0-0-1-lg",2978,48,3026,19900,75946,9,8,17,32,1320,18548,6707,10374,3.512462,0.30392,330.888889,0.15196,0.15196,14.744217,126,63,187.867812,1134,567,3320.33546,0.41253,0.547652,0.404962,0.903479,0.039818,1,1.424066,0.935199,0.37872,0.5,0.404962,0.918042,1,0.93206,0.521307,0.368455,0.611002,1.906054,0.640012,0.967472,5.173102,1800,2.74,1800,534.71,6.94,7.16,1800,1800,1800,1800,"FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.936,"depqbf.v1"
"ev-pr-4x4-17-3-0-0-1-s",11435,384,11819,103927,350433,9,8,17,32,8291,95604,63418,32254,3.002425,0.36949,1270.555556,0.184745,0.184745,14.825281,100,50,212.852864,900,450,631.530914,0.49999,0.445221,0.499989,0.890419,0.054789,1,1.00004,0.920323,0.460151,0.5,0.499989,0.92032,1,0.919915,0.310352,0.41827,0.559965,1.229856,0.588829,0.962586,2.940341,1800,13.44,1800,41.82,1800,111.5,1800,1800,1800,1800,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.868,"newJointClass"
"ev-pr-4x4-5-3-0-0-1-lg",884,12,896,6046,21280,3,2,5,32,1308,4706,2861,3132,3.2696,0.250083,294.666667,0.125041,0.125041,13.058036,126,63,48.415179,378,189,1182.781674,0.450188,0.514286,0.446378,0.921086,0.035526,1,1.221294,0.941558,0.420291,0.5,0.446378,0.933589,1,0.778366,0.518028,0.422923,0.55433,2.252754,0.582026,0.960583,5.326623,0.79,0.66,0.91,0.91,2.24,0.36,1800,2.36,2.55,2.48,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.584,"depqbf.v1"
"ev-pr-4x4-5-3-0-0-1-s",2993,96,3089,31351,94893,3,2,5,32,8279,23040,22120,8308,2.720583,0.30621,997.666667,0.153105,0.153105,13.142765,100,50,54.325672,300,150,184.371534,0.572171,0.377246,0.580294,0.911594,0.050583,1,0.74773,0.927663,0.538317,0.5,0.580294,0.940833,1,0.734905,0.265,0.513781,0.458753,1.34251,0.484964,0.943512,2.612999,1800,1800,1800,7.41,1800,2.71,1800,162.87,299.14,298.94,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE",1.16,"depqbf.v1"
"ev-pr-4x4-7-3-0-0-1-lg",1233,18,1251,8355,30391,4,3,7,32,1310,7013,3502,4339,3.366008,0.271454,308.25,0.135727,0.135727,13.73781,126,63,71.565148,504,252,1534.500406,0.434504,0.528183,0.429222,0.914123,0.037314,1,1.301477,0.938882,0.402988,0.5,0.429222,0.927468,1,0.839378,0.51933,0.400224,0.5777,2.111972,0.606233,0.963193,5.276979,1.27,0.73,2.71,1.12,8.77,1.19,20.8,1800,29.4,29.57,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",0.476,"depqbf.v1"
"ev-pr-4x4-7-3-0-0-1-s",4400,144,4544,43447,137483,4,3,7,32,8281,35134,29003,12299,2.832946,0.331438,1100,0.165719,0.165719,13.872139,100,50,81.059199,400,200,258.483182,0.541507,0.406123,0.546363,0.903288,0.05237,1,0.846698,0.924559,0.505145,0.5,0.546363,0.93285,1,0.808663,0.283081,0.472808,0.501876,1.300759,0.529636,0.951978,2.751138,1800,1800,1800,16.71,1800,12.96,1800,1800,1800,1800,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.372,"depqbf.v1"
"ev-pr-4x4-9-3-0-0-1-lg",1582,24,1606,10664,39502,5,4,9,32,1312,9320,4143,5546,3.420668,0.283571,316.4,0.141785,0.141785,14.117061,126,63,94.784558,630,315,1889.6378,0.426054,0.535669,0.419924,0.91016,0.038277,1,1.347118,0.937456,0.393661,0.5,0.419924,0.923968,1,0.873968,0.520068,0.387985,0.590443,2.033925,0.619265,0.964754,5.242275,1.95,1.01,55.6,3.01,2.13,1.97,1800,1800,142.11,144.63,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.64,"depqbf.v1"
"ev-pr-4x4-9-3-0-0-1-s",5807,192,5999,55543,180073,5,4,9,32,8283,47228,35886,16290,2.896369,0.345678,1161.4,0.172839,0.172839,14.247708,100,50,107.546591,500,250,332.921646,0.525348,0.42134,0.528373,0.898521,0.053312,1,0.9035,0.922915,0.487644,0.5,0.528373,0.928229,1,0.850296,0.293286,0.451422,0.524553,1.27521,0.552896,0.956205,2.824872,1800,1800,1800,24.61,1800,28.39,1800,1800,1800,1800,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.608,"rareqs"
"ev-pr-6x6-11-5-0-1-2-lg",4663,35,4698,38208,149621,6,5,11,72,4134,34002,15556,18357,3.683286,0.232674,777.166667,0.116337,0.116337,17.771818,254,127,144.63112,1524,762,12174.279434,0.441977,0.528315,0.438311,0.932783,0.029708,1,1.262563,0.947643,0.415363,0.5,0.438311,0.939784,1,0.889918,0.480449,0.394606,0.585998,3.189566,0.610653,0.967961,8.082918,46.99,1800,1800,46.71,1800,49.93,1800,1800,1800,1800,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.364,"hiqqer1"
"ev-pr-6x6-11-5-0-1-2-s",39674,600,40274,454383,1470411,6,5,11,72,58193,396118,310069,115581,2.913866,0.322195,6612.333333,0.161098,0.161098,16.830437,244,122,158.354497,1464,732,491.682109,0.539021,0.411197,0.543335,0.907644,0.049782,1,0.855216,0.914054,0.496638,0.5,0.543335,0.92137,1,0.871771,0.254369,0.454129,0.515966,2.523312,0.549601,0.945215,5.556383,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5.684,"xb.bid.qsts"
"ev-pr-6x6-13-5-0-1-2-lg",5502,42,5544,44920,177145,7,6,13,72,4136,40712,17713,21606,3.706077,0.237489,786,0.118744,0.118744,17.944264,254,127,172.709416,1778,889,14059.929298,0.438409,0.53148,0.434462,0.931318,0.030111,1,1.280974,0.946952,0.411415,0.5,0.434462,0.938427,1,0.906322,0.480988,0.389208,0.591455,3.143974,0.616333,0.968341,8.077871,121.88,1800,1800,166.91,1800,107.44,1800,1800,1800,1800,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.176,"hiqqer1"
"ev-pr-6x6-13-5-0-1-2-s",47517,720,48237,535047,1749813,7,6,13,72,58195,476780,360408,138528,2.942046,0.328345,6788.142857,0.164172,0.164172,16.978046,244,122,189.100068,1708,854,579.775365,0.531967,0.417833,0.535535,0.905634,0.0502,1,0.879815,0.913232,0.489067,0.5,0.535535,0.919357,1,0.891099,0.258908,0.444817,0.525604,2.507278,0.559648,0.946722,5.636652,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",5.864,"xb.bid.qsts"
"ev-pr-6x6-15-5-0-1-2-lg",6341,49,6390,51632,204669,8,7,15,72,4138,47422,19870,24855,3.722943,0.241052,792.625,0.120526,0.120526,18.071049,254,127,200.803912,2032,1016,15948.213373,0.435801,0.533794,0.431644,0.930232,0.030405,1,1.294624,0.946447,0.408529,0.5,0.431644,0.93742,1,0.918461,0.481388,0.385266,0.595449,3.110346,0.620481,0.968629,8.073238,1800,1800,1800,1800,1800,260.15,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.348,"hiqqer1"
"ev-pr-6x6-15-5-0-1-2-s",55360,840,56200,615711,2029215,8,7,15,72,58197,557442,410747,161475,2.962843,0.332883,6920,0.166442,0.166442,17.083826,244,122,219.810053,1952,976,667.956069,0.526856,0.422642,0.529873,0.904144,0.050502,1,0.898052,0.912636,0.483582,0.5,0.529873,0.917863,1,0.905363,0.262258,0.438097,0.532572,2.49496,0.566892,0.9478,5.694994,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",6.644,"xb.bid.qsts"
"ev-pr-6x6-17-5-0-1-2-lg",7180,56,7236,58344,232193,9,8,17,72,4140,54132,22027,28104,3.735928,0.243795,797.777778,0.121898,0.121898,18.168187,254,127,228.908928,2286,1143,17838.208217,0.433812,0.535559,0.429492,0.929394,0.03063,1,1.305149,0.946062,0.406326,0.5,0.429492,0.936643,1,0.927807,0.481695,0.382261,0.598499,3.084524,0.623642,0.968855,8.069148,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.7,"xb.bid.qsts"
"ev-pr-6x6-17-5-0-1-2-s",63203,960,64163,696375,2308617,9,8,17,72,58199,638104,461086,184422,2.978822,0.33637,7022.555556,0.168185,0.168185,17.16335,244,122,250.497701,2196,1098,756.191668,0.522982,0.426286,0.525577,0.902995,0.050732,1,0.912112,0.912185,0.479423,0.5,0.525577,0.916711,1,0.916322,0.264831,0.43302,0.537843,2.485228,0.572361,0.948611,5.739287,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8.912,"xb.bid.qsts"
"ev-pr-6x6-19-5-0-1-2-lg",8019,63,8082,65056,259717,10,9,19,72,4142,60842,24184,31353,3.746234,0.245973,801.9,0.122986,0.122986,18.244989,254,127,257.021158,2540,1270,19729.376855,0.432244,0.53695,0.427795,0.928729,0.030807,1,1.31351,0.945759,0.404591,0.5,0.427795,0.936025,1,0.935225,0.481939,0.379896,0.600904,3.064077,0.62613,0.969036,8.065577,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.784,"xb.bid.qsts"
"ev-pr-6x6-19-5-0-1-2-s",71046,1080,72126,777039,2588019,10,9,19,72,58201,718766,511425,207369,2.991483,0.339134,7104.6,0.169567,0.169567,17.225314,244,122,281.17041,2440,1220,844.463981,0.519944,0.429144,0.522205,0.902083,0.050912,1,0.923283,0.911831,0.476163,0.5,0.522205,0.915796,1,0.925006,0.266871,0.42905,0.54197,2.477355,0.576636,0.949242,5.774048,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",10.848,"xb.bid.qsts"
"ev-pr-6x6-5-5-0-1-2-lg",2146,14,2160,18072,67049,3,2,5,72,4128,13872,9085,8610,3.513336,0.196768,715.333333,0.098384,0.098384,16.443981,254,127,60.683796,762,381,6564.031221,0.470253,0.503229,0.468587,0.943609,0.026518,1,1.126514,0.953142,0.44663,0.5,0.468587,0.949765,1,0.767596,0.476428,0.437329,0.543295,3.532699,0.565679,0.965565,8.077897,10.17,1.74,1.79,2.81,3.25,1.44,1800,57.26,270.27,267.69,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.932,"depqbf.v1"
"ev-pr-6x6-5-5-0-1-2-s",16145,240,16385,212391,632205,3,2,5,72,58187,154132,159052,46740,2.700891,0.275718,5381.666667,0.137859,0.137859,15.526762,244,122,65.385413,732,366,229.201487,0.597589,0.356097,0.607552,0.922498,0.046314,1,0.67339,0.92086,0.55947,0.5,0.607552,0.936212,1,0.725699,0.220066,0.532713,0.435351,2.615676,0.464572,0.931656,4.910103,1800,1800,1800,80.23,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.928,"depqbf.v1"
"ev-pr-6x6-7-5-0-1-2-lg",2985,21,3006,24784,94573,4,3,7,72,4130,20582,11242,11859,3.60067,0.215219,746.25,0.10761,0.10761,17.135729,254,127,88.577844,1016,508,8419.767169,0.455341,0.516458,0.452672,0.938067,0.0282,1,1.196154,0.950238,0.430146,0.5,0.452672,0.944667,1,0.830455,0.478494,0.414839,0.565668,3.355936,0.58935,0.966688,8.08972,13.44,19.53,12.05,5.71,173.31,7.1,1800,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",1.18,"rareqs"
"ev-pr-6x6-7-5-0-1-2-s",23988,360,24348,293055,911607,4,3,7,72,58189,234794,209391,69687,2.810964,0.299739,5997,0.149869,0.149869,16.245564,244,122,96.61693,976,488,316.101051,0.566099,0.385722,0.573148,0.914894,0.048179,1,0.766475,0.917204,0.525693,0.5,0.573148,0.928624,1,0.801194,0.237795,0.490227,0.478782,2.574801,0.510579,0.939206,5.252266,1800,1800,1800,91.11,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.632,"newJointClass"
"ev-pr-6x6-9-5-0-1-2-lg",3824,28,3852,31496,122097,5,4,9,72,4132,27292,13399,15108,3.650781,0.225806,764.8,0.112903,0.112903,17.523624,254,127,116.579699,1270,635,10292.997646,0.447153,0.523723,0.443884,0.934867,0.029124,1,1.236373,0.948647,0.421089,0.5,0.443884,0.941712,1,0.866523,0.47968,0.402443,0.5781,3.254846,0.602403,0.967439,8.087728,24.94,271.21,224.65,14.91,1800,13.78,1800,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.092,"hiqqer1"
"ev-pr-6x6-9-5-0-1-2-s",31831,480,32311,373719,1191009,5,4,9,72,58191,315456,259730,92634,2.87352,0.313391,6366.2,0.156695,0.156695,16.610071,244,122,127.547027,1220,610,403.740944,0.549384,0.401448,0.55477,0.910503,0.049168,1,0.820221,0.91526,0.507758,0.5,0.55477,0.924233,1,0.844099,0.247871,0.467883,0.501766,2.544877,0.534744,0.942961,5.439134,1800,1800,1800,514.83,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4.436,"depqbf.v3"
"ev-pr-8x8-11-7-0-1-2-lg",8797,40,8837,78971,314239,6,5,11,128,8606,70237,32445,37587,3.720847,0.258323,1466.166667,0.129161,0.129161,19.687903,510,255,159.325789,3060,1530,27570.852904,0.446339,0.521202,0.442613,0.927276,0.032459,1,1.240451,0.939333,0.415761,0.5,0.442613,0.931493,1,0.889402,0.47596,0.399723,0.576796,5.764443,0.605798,0.960882,14.421107,118.33,1800,1800,136.61,1800,190.33,1800,1800,1800,1800,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.892,"depqbf.v1"
"ev-pr-8x8-13-7-0-1-2-lg",10381,48,10429,92842,371997,7,6,13,128,8608,84106,36938,44237,3.743101,0.263674,1483,0.131837,0.131837,19.875539,510,255,190.214786,3570,1785,31818.628745,0.442786,0.524311,0.438756,0.92569,0.032903,1,1.258428,0.938513,0.411778,0.5,0.438756,0.92997,1,0.905905,0.476476,0.394307,0.582212,5.683899,0.611528,0.961233,14.414902,290.32,1800,1800,281.01,1800,414.08,1800,1800,1800,1800,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",1.852,"aqua.s3o"
"ev-pr-8x8-15-7-0-1-2-lg",11965,56,12021,106713,429755,8,7,15,128,8610,97975,41431,50887,3.75957,0.267634,1495.625,0.133817,0.133817,20.013476,510,255,221.121537,4080,2040,36072.529294,0.440188,0.526584,0.43593,0.924514,0.033228,1,1.271757,0.937913,0.408864,0.5,0.43593,0.928841,1,0.918117,0.476858,0.39035,0.586179,5.624447,0.615714,0.961501,14.408732,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.976,"xb.bid.qsts"
"ev-pr-8x8-17-7-0-1-2-lg",13549,64,13613,120584,487513,9,8,17,128,8612,111844,45924,57537,3.77225,0.270683,1505.444444,0.135341,0.135341,20.119151,510,255,252.039815,4590,2295,40330.406451,0.438206,0.528318,0.433772,0.923607,0.033476,1,1.282033,0.937455,0.406641,0.5,0.433772,0.927969,1,0.927519,0.477153,0.387332,0.58921,5.578771,0.618905,0.961712,14.40306,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.224,"xb.bid.qsts"
"ev-pr-8x8-19-7-0-1-2-lg",15133,72,15205,134455,545271,10,9,19,128,8614,125713,50417,64187,3.782314,0.273103,1513.3,0.136551,0.136551,20.202696,510,255,282.965998,5100,2550,44591.011498,0.436643,0.529685,0.432069,0.922886,0.033671,1,1.290198,0.937095,0.404889,0.5,0.432069,0.927277,1,0.934982,0.477386,0.384956,0.5916,5.542585,0.621418,0.961882,14.397984,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.508,"xb.bid.qsts"
