"id","f_1","f_2","f_3","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","ahms.1.70","ahms.ls.1.70","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","ahms.1.70_success","ahms.ls.1.70_success","base","Class"
"atcoss_sugar_01.wcnf",40854,372760,8e-04,0.1096,8e-05,2.71347,1e-05,0.00275,0.00275,8e-05,0.43129,2e-05,0.00027,0.00024,0.41232,0.48933,0,1,1,0.42163,0.65721,0.00098,0.22864,0.7276,6e-05,0,0.00138,0.00138,0.72433,1800,1800,50.31,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.48,"QMaxSAT14"
"atcoss_sugar_02.wcnf",40788,377502,0.00079,0.10805,8e-05,2.69239,1e-05,0.00272,0.00271,8e-05,0.42586,2e-05,0.00027,0.00025,0.41792,0.48519,0,1,1,0.42378,0.65272,0.001,0.22902,0.73089,6e-05,0,0.00136,0.00136,0.72431,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.49,"maxino16.c10"
"atcoss_sugar_03.wcnf",39860,381897,0.00079,0.10437,8e-05,2.52279,1e-05,0.00269,0.00268,8e-05,0.41553,3e-05,0.00028,0.00025,0.41226,0.48861,0,1,1,0.41911,0.6488,0.00091,0.21915,0.74601,6e-05,0,0.00135,0.00134,0.72518,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.49,"maxino16.c10"
"atcoss_sugar_04.wcnf",53119,759090,4e-04,0.06998,7e-05,2.93234,0,0.00136,0.00136,7e-05,0.38724,2e-05,0.00021,0.00019,0.41189,0.51905,0,1,1,0.44629,0.66676,0.00043,0.14587,0.59653,4e-05,0,0.00069,0.00068,0.64847,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04,"maxino16.c10"
"atcoss_sugar_05.wcnf",53465,755089,4e-04,0.07081,7e-05,2.95307,0,0.00137,0.00136,7e-05,0.38938,2e-05,0.00021,0.00019,0.40659,0.52423,0,1,1,0.4449,0.67071,0.00042,0.14583,0.59468,4e-05,0,0.00069,0.00069,0.64852,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.07,"maxino16.c10"
"atcoss_sugar_06.wcnf",51008,703326,0.00043,0.07252,7e-05,2.98103,0,0.00147,0.00146,7e-05,0.38049,2e-05,0.00022,2e-04,0.4084,0.52513,0,1,1,0.44728,0.65124,0.00052,0.14913,0.5984,4e-05,0,0.00074,0.00074,0.64654,1800,1800,104.84,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.97,"maxino16.dis"
"atcoss_sugar_07.wcnf",52147,814915,0.00037,0.06399,7e-05,2.62014,0,0.00126,0.00126,7e-05,0.36276,2e-05,0.00021,0.00019,0.43456,0.52014,0,1,1,0.47324,0.66366,0.00043,0.13083,0.66458,4e-05,0,9e-04,9e-04,0.60888,1800,1800,23.88,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.13,"maxino16.dis"
"atcoss_sugar_08.wcnf",54019,831971,0.00036,0.06493,7e-05,2.60881,0,0.00124,0.00124,7e-05,0.35756,2e-05,2e-04,0.00019,0.43153,0.51925,0,1,1,0.46855,0.65882,0.00036,0.13294,0.6729,4e-05,0,0.00088,0.00088,0.61571,1800,1800,23.95,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.09,"maxino16.dis"
"atcoss_sugar_09.wcnf",51221,819585,0.00037,0.0625,7e-05,2.55936,0,0.00126,0.00125,7e-05,0.35882,2e-05,0.00021,2e-04,0.43027,0.5238,0,1,1,0.47067,0.66092,0.00039,0.12681,0.67239,4e-05,0,9e-04,9e-04,0.61001,1800,1800,59.81,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.07,"maxino16.dis"
"atcoss_sugar_10.wcnf",43861,423878,0.00071,0.10348,8e-05,2.75937,0,0.00242,0.00242,8e-05,0.40921,2e-05,0.00025,0.00023,0.41578,0.47962,0,1,1,0.43113,0.63453,0.00086,0.21828,0.73386,5e-05,0,0.00121,0.00121,0.70706,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"maxino16.c10"
"atcoss_sugar_11.wcnf",41820,403854,0.00074,0.10355,8e-05,2.66464,0,0.00242,0.00242,8e-05,0.39673,2e-05,0.00026,0.00024,0.41691,0.48151,0,1,1,0.43251,0.62372,0.00102,0.21871,0.74275,5e-05,0,0.00127,0.00127,0.70594,1800,1800,13.06,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.52,"maxino16.dis"
"atcoss_sugar_12.wcnf",44774,413168,0.00073,0.10837,8e-05,2.7259,0,0.00237,0.00236,7e-05,0.40564,2e-05,0.00025,0.00022,0.41407,0.48138,0,1,1,0.43038,0.62627,0.00092,0.22716,0.74193,5e-05,0,0.00124,0.00124,0.7106,1800,1800,72.93,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.53,"maxino16.dis"
"atcoss_sugar_13.wcnf",59005,756005,4e-04,0.07805,6e-05,2.9937,0,0.00136,0.00136,6e-05,0.3893,2e-05,0.00019,0.00017,0.41046,0.5162,0,1,1,0.44731,0.64717,0.00045,0.16232,0.65839,4e-05,0,0.00069,0.00069,0.65311,1800,1800,75.8,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.05,"maxhs.b"
"atcoss_sugar_14.wcnf",56676,734466,0.00041,0.07717,6e-05,3.02426,0,0.0014,0.0014,6e-05,0.39137,2e-05,0.00019,0.00018,0.41318,0.51677,0,1,1,0.45056,0.65359,0.00053,0.16071,0.64496,4e-05,0,0.00071,0.00071,0.64822,1800,1800,77.46,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"maxhs.b"
"atcoss_sugar_15.wcnf",55429,744265,4e-04,0.07447,7e-05,2.92789,0,0.00139,0.00138,6e-05,0.38599,2e-05,2e-04,0.00018,0.41367,0.51508,0,1,1,0.44903,0.6479,5e-04,0.15584,0.65625,4e-05,0,7e-04,7e-04,0.64926,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.99,"maxino16.c10"
"atcoss_sugar_16.wcnf",56427,831937,0.00036,0.06783,6e-05,2.56216,0,0.00124,0.00124,6e-05,0.35361,2e-05,0.00019,0.00018,0.43288,0.5163,0,1,1,0.47248,0.64939,4e-04,0.13955,0.72002,4e-05,0,0.00088,0.00088,0.61279,1800,1800,24.16,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.09,"maxino16.dis"
"atcoss_sugar_17.wcnf",54421,811748,0.00037,0.06704,6e-05,2.58884,0,0.00127,0.00127,6e-05,0.36181,2e-05,2e-04,0.00018,0.43582,0.51713,0,1,1,0.47594,0.6531,0.00047,0.13791,0.71018,4e-05,0,0.00091,0.00091,0.60759,1800,1800,28.25,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.05,"maxino16.c10"
"atcoss_sugar_18.wcnf",53441,823900,0.00036,0.06486,6e-05,2.50141,0,0.00125,0.00125,6e-05,0.34831,2e-05,0.00021,0.00019,0.43669,0.51702,0,1,1,0.4751,0.65065,0.00044,0.13387,0.72034,4e-05,0,0.00089,0.00089,0.60812,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05,"maxino16.c10"
"atcoss_sugar_19.wcnf",236178,3295484,9e-05,0.07167,2e-05,1.33352,0,0.00031,0.00031,2e-05,0.40764,0,5e-05,4e-05,0.43713,0.73234,0,1,1,0.37378,0.738,0.00013,0.13681,0.60673,1e-05,0,0.00024,0.00024,0.7723,1800,1800,1001.36,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4.68,"maxhs.b"
"b14_C-mbd14-0209.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58032,0.17415,0.25,0.85714,0.60714,0.59724,0.73695,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"Optiriss6"
"b14_C-mbd14-0213.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58097,0.17359,0.25,0.85714,0.60714,0.59842,0.73505,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,988.76,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015b"
"b14_C-mbd14-0218.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58097,0.17393,0.25,0.85714,0.60714,0.59849,0.73496,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015a"
"b14_C-mbd14-0225.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58061,0.17376,0.25,0.85714,0.60714,0.59753,0.73643,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015b"
"b14_C-mbd14-0231.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58085,0.17322,0.25,0.85714,0.60714,0.59801,0.73571,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015b"
"b14_C-mbd14-0248.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58023,0.17547,0.25,0.85714,0.60714,0.59721,0.73698,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015b"
"b14_C-mbd14-0256.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58115,0.17311,0.25,0.85714,0.60714,0.59868,0.73467,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"Open.WBO16"
"b14_C-mbd14-0259.wcnf",11949,31219,0.05929,0.38275,2e-04,1.38765,1e-04,0.00529,0.00519,2e-04,0.31781,8e-05,0.00059,5e-04,0.58082,0.17381,0.25,0.85714,0.60714,0.59814,0.73552,0.07774,0.607,0.94426,1e-04,0,0.00266,0.00266,0.46481,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"Open.WBO15"
"b15_C-mbd14-0240.wcnf",11082,28915,0.0747,0.38326,0.00022,1.01857,1e-04,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59206,0.19397,0.25,0.85714,0.60714,0.59615,0.73634,0.10942,0.57147,0.92194,0.00011,0,0.00335,0.00335,0.46471,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015b"
"b15_C-mbd14-0256.wcnf",11082,28915,0.0747,0.38326,0.00022,1.01857,1e-04,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59188,0.19394,0.25,0.85714,0.60714,0.59549,0.73729,0.10942,0.57147,0.92194,0.00011,0,0.00335,0.00335,0.46471,1800,1800,241.39,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.03,"WPM3.2015.co"
"b15_C-mbd14-0259.wcnf",11082,28915,0.0747,0.38326,0.00022,1.01857,1e-04,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59203,0.19497,0.25,0.85714,0.60714,0.59597,0.73657,0.10942,0.57147,0.92194,0.00011,0,0.00335,0.00335,0.46471,1800,1800,1195.33,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015a"
"b15_C-mbd14-0288.wcnf",11082,28915,0.0747,0.38326,0.00022,1.01857,1e-04,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59195,0.19457,0.25,0.85714,0.60714,0.59642,0.73594,0.10942,0.57147,0.92194,0.00011,0,0.00335,0.00335,0.46471,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"Open.WBO16"
"b15_C-mbd14-0305.wcnf",11082,28915,0.0747,0.38326,0.00022,1.01857,1e-04,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59201,0.19463,0.25,0.85714,0.60714,0.59632,0.736,0.10942,0.57147,0.92194,0.00011,0,0.00335,0.00335,0.46471,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015a"
"b15_C-mbd14-0330.wcnf",11082,28915,0.0747,0.38326,0.00022,1.01857,1e-04,0.00667,0.00657,0.00022,0.3625,9e-05,0.00063,0.00054,0.59212,0.19499,0.25,0.85714,0.60714,0.59639,0.73587,0.10942,0.57147,0.92194,0.00011,0,0.00335,0.00335,0.46471,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"mscg2015b"
"b17_C-mbd14-0205.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.58991,0.18663,0.25,0.85714,0.60714,0.59478,0.74207,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,"WPM3.2015.co"
"b17_C-mbd14-0206.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59008,0.18652,0.25,0.85714,0.60714,0.59506,0.74188,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,"WPM3.2015.co"
"b17_C-mbd14-0217.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59031,0.18676,0.25,0.85714,0.60714,0.59555,0.74132,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,"WPM3.2015.co"
"b17_C-mbd14-0218.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59015,0.18598,0.25,0.85714,0.60714,0.59516,0.74168,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,551.53,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.11,"WPM3.2015.co"
"b17_C-mbd14-0220.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59009,0.18646,0.25,0.85714,0.60714,0.59513,0.74172,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,"Optiriss6"
"b17_C-mbd14-0224.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59,0.18702,0.25,0.85714,0.60714,0.59488,0.74193,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,"WPM3.2015.co"
"b17_C-mbd14-0229.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59008,0.186,0.25,0.85714,0.60714,0.59499,0.74196,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,"WPM3.2015.co"
"b17_C-mbd14-0230.wcnf",39778,103142,0.07254,0.38566,6e-05,1.12686,3e-05,0.0029,0.00287,6e-05,0.35137,3e-05,0.00018,0.00015,0.59027,0.186,0.25,0.85714,0.60714,0.59545,0.74146,0.10128,0.58007,0.92827,3e-05,0,0.00146,0.00146,0.4674,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.11,"WPM3.2015.co"
"b18-s_PathRelaxation_Set_FS_1.wcnf",312595,931547,0.00359,0.33557,1e-05,0,0,0.00057,0.00057,1e-05,0,0,0.00171,0.0017,0.49884,0.18294,0.00375,1,0.99625,0.49744,0,0.00359,0.66096,0.98586,1e-05,0,0.00057,0.00057,0.81808,1800,1800,35.84,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.05,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_10.wcnf",312604,936412,0.00357,0.33383,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00174,0.00174,0.49883,0.18285,0.00366,1,0.99634,0.49616,0,0.00357,0.66271,0.98592,1e-05,0,0.00058,0.00058,0.81901,1800,1800,131.43,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_11.wcnf",312605,936949,0.00357,0.33364,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00174,0.00174,0.49883,0.18283,0.00366,1,0.99634,0.49602,0,0.00357,0.6629,0.98593,1e-05,0,0.00058,0.00058,0.81912,1800,1800,50.24,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_12.wcnf",312606,937498,0.00357,0.33345,1e-05,0,0,0.00059,0.00059,1e-05,0,0,0.00176,0.00175,0.49883,0.18283,0.00364,1,0.99636,0.49587,0,0.00357,0.6631,0.98594,1e-05,0,0.00058,0.00058,0.81922,1800,1800,46.9,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.07,"QMaxSAT14"
"b18-s_PathRelaxation_Set_FS_2.wcnf",312596,932084,0.00359,0.33537,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00172,0.00171,0.49884,0.18289,0.00372,1,0.99628,0.4973,0,0.00359,0.66115,0.98587,1e-05,0,0.00058,0.00058,0.81818,1800,1800,64.65,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_3.wcnf",312597,932617,0.00359,0.33518,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00172,0.00171,0.49884,0.18287,0.00372,1,0.99628,0.49716,0,0.00359,0.66135,0.98587,1e-05,0,0.00057,0.00057,0.81829,1800,1800,124.39,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_4.wcnf",312598,933162,0.00358,0.33499,1e-05,0,0,0.00059,0.00058,1e-05,0,0,0.00174,0.00174,0.49884,0.18286,0.00366,1,0.99634,0.49701,0,0.00358,0.66154,0.98588,1e-05,0,0.00058,0.00058,0.81839,1800,1800,306.08,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.c10"
"b18-s_PathRelaxation_Set_FS_5.wcnf",312599,933703,0.00358,0.33479,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00174,0.00174,0.49884,0.18285,0.00366,1,0.99634,0.49687,0,0.00358,0.66174,0.98589,1e-05,0,0.00058,0.00058,0.81849,1800,1800,430.16,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_6.wcnf",312600,934244,0.00358,0.3346,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00174,0.00174,0.49884,0.18286,0.00366,1,0.99634,0.49673,0,0.00358,0.66193,0.98589,1e-05,0,0.00058,0.00058,0.8186,1800,1800,285.01,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_7.wcnf",312601,934785,0.00358,0.33441,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00174,0.00174,0.49883,0.18286,0.00366,1,0.99634,0.49659,0,0.00358,0.66213,0.9859,1e-05,0,0.00058,0.00058,0.8187,1800,1800,668.77,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.05,"Open.WBO15"
"b18-s_PathRelaxation_Set_FS_8.wcnf",312602,935326,0.00358,0.33422,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00174,0.00174,0.49883,0.18287,0.00366,1,0.99634,0.49644,0,0.00358,0.66232,0.98591,1e-05,0,0.00058,0.00058,0.81881,1800,1800,534.92,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b18-s_PathRelaxation_Set_FS_9.wcnf",312603,935867,0.00357,0.33403,1e-05,0,0,0.00058,0.00058,1e-05,0,0,0.00174,0.00174,0.49883,0.18287,0.00366,1,0.99634,0.4963,0,0.00357,0.66252,0.98591,1e-05,0,0.00058,0.00058,0.81891,1800,1800,494.07,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.06,"maxino16.dis"
"b20-s_PathRelaxation_Set_FS_1.wcnf",50948,152103,0.00364,0.33496,5e-05,1.16314,1e-05,0.00285,0.00285,5e-05,0.52528,2e-05,0.0085,0.00848,0.49844,0.18319,0.00461,1,0.99539,0.49698,0.24439,0.00366,0.66195,0.98653,4e-05,0,0.00285,0.00285,0.81905,1800,1800,7.4,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,"maxino16.dis"
"b20-s_PathRelaxation_Set_FS_10.wcnf",50957,155996,0.00355,0.32666,5e-05,1.39445,1e-05,0.00281,0.0028,5e-05,1.46833,2e-05,0.00858,0.00856,0.49835,0.18331,0.00457,1,0.99543,0.49084,0.26896,0.00356,0.67032,0.9868,4e-05,0,0.00279,0.00279,0.8235,1800,1800,86.84,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"maxino16.dis"
"b20-s_PathRelaxation_Set_FS_11.wcnf",50958,156425,0.00354,0.32577,5e-05,1.41784,1e-05,0.0028,0.00279,5e-05,1.53385,2e-05,0.00858,0.00856,0.49834,0.18337,0.00457,1,0.99543,0.49018,0.27154,0.00355,0.67122,0.98683,4e-05,0,0.00279,0.00279,0.82398,1800,1800,25.45,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"maxino16.c10"
"b20-s_PathRelaxation_Set_FS_12.wcnf",50959,156854,0.00353,0.32488,5e-05,1.44069,1e-05,0.00279,0.00279,5e-05,1.59618,2e-05,0.00858,0.00856,0.49833,0.18341,0.00457,1,0.99543,0.48952,0.27402,0.00354,0.67211,0.98686,4e-05,0,0.00278,0.00278,0.82445,1800,1800,100.34,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"maxino16.dis"
"b20-s_PathRelaxation_Set_FS_2.wcnf",50949,152536,0.00363,0.33401,5e-05,1.19129,1e-05,0.00285,0.00284,5e-05,0.70183,2e-05,0.0085,0.00848,0.49843,0.18306,0.00461,1,0.99539,0.49628,0.24729,0.00364,0.6629,0.98656,4e-05,0,0.00283,0.00283,0.81955,1800,1800,6.51,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"mscg2015a"
"b20-s_PathRelaxation_Set_FS_3.wcnf",50950,152969,0.00362,0.33307,5e-05,1.21782,1e-05,0.00284,0.00283,5e-05,0.84098,2e-05,0.0085,0.00848,0.49842,0.18304,0.00461,1,0.99539,0.49559,0.25012,0.00363,0.66384,0.98659,4e-05,0,0.00282,0.00282,0.82006,1800,1800,49.82,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"mscg2015a"
"b20-s_PathRelaxation_Set_FS_4.wcnf",50951,153406,0.00361,0.33213,5e-05,1.24456,1e-05,0.00286,0.00285,5e-05,0.96132,2e-05,0.00858,0.00856,0.49841,0.18305,0.00457,1,0.99543,0.49489,0.25291,0.00362,0.66479,0.98662,4e-05,0,0.00284,0.00284,0.82056,1800,1800,27.36,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"maxino16.dis"
"b20-s_PathRelaxation_Set_FS_5.wcnf",50952,153843,0.0036,0.33119,5e-05,1.27138,1e-05,0.00285,0.00284,5e-05,1.06727,2e-05,0.00858,0.00856,0.4984,0.18309,0.00457,1,0.99543,0.4942,0.25577,0.00361,0.66574,0.98665,4e-05,0,0.00283,0.00283,0.82106,1800,1800,59.97,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.18,"maxino16.dis"
